date,p_model,p_pin,psw_bet,y_bet,market_edge,winner_name,loser_name,surface,kelly_stake_pct
2024-02-26,0.8996865695519367,0.6350710900473934,1.54,0,0.26461547950454334,Pedro Martinez,Arthur Fils,Clay,2.5
2024-02-26,0.8393807101470137,0.6342042755344418,1.54,1,0.20517643461257185,Sebastian Baez,Jaume Munar,Clay,2.5
2024-02-26,0.9159798417669804,0.7057569296375268,1.38,1,0.21022291212945365,Andrey Rublev,Zhizhen Zhang,Hard,2.5
2024-02-26,0.48341610297628446,0.2963752665245203,3.3,0,0.18704083645176417,Holger Rune,Dominik Koepfer,Hard,2.5
2024-02-26,0.9190212102204113,0.450632911392405,2.17,1,0.46838829882800626,Alexander Bublik,Jiri Lehecka,Hard,2.5
2024-02-26,0.96428228925871,0.6822222222222223,1.43,1,0.28206006703648767,Sebastian Baez,Pedro Martinez,Clay,2.5
2024-02-26,0.975263166053698,0.6829268292682927,1.43,1,0.29233633678540527,Andrey Rublev,Sebastian Korda,Hard,2.5
2024-02-26,0.4582957169025612,0.31919642857142855,3.05,1,0.13909928833113266,Ugo Humbert,Daniil Medvedev,Hard,2.5
2024-02-26,0.8310647921677996,0.438287153652393,2.23,1,0.3927776385154066,Ugo Humbert,Hubert Hurkacz,Hard,2.5
2024-02-26,0.9457342657408202,0.6216867469879519,1.57,1,0.3240475187528683,Alejandro Tabilo,Corentin Moutet,Clay,2.5
2024-03-04,0.797090224250418,0.5192802056555269,1.87,1,0.2778100185948911,Constant Lestienne,Denis Kudla,Hard,2.5
2024-03-04,0.38561294017645154,0.322072072072072,3.01,0,0.06354086810437953,Yannick Hanfmann,Pedro Cachin,Hard,2.5
2024-03-04,0.9454083403160265,0.6651376146788991,1.46,1,0.2802707256371274,Taro Daniel,Daniel Elahi Galan,Hard,2.5
2024-03-04,0.9171978734565897,0.6565420560747663,1.47,1,0.2606558173818233,Fabian Marozsan,Jurij Rodionov,Hard,2.5
2024-03-04,0.9813623464023089,0.6873614190687362,1.41,1,0.29400092733357275,Alex Michelsen,Jaume Munar,Hard,2.5
2024-03-04,0.8331596646867941,0.5583756345177665,1.74,1,0.27478403016902764,Roman Safiullin,Daniel Evans,Hard,2.5
2024-03-04,0.8511004131502656,0.35211267605633806,2.76,1,0.4989877370939276,Dusan Lajovic,Emil Ruusuvuori,Hard,2.5
2024-03-04,0.9415816121413133,0.77797513321492,1.25,1,0.16360647892639335,Jakub Mensik,Seongchan Hong,Hard,2.5
2024-03-04,0.7898348388029859,0.7057569296375268,1.38,1,0.0840779091654591,Carlos Alcaraz,Daniil Medvedev,Hard,2.5
2024-03-04,0.9616889652197976,0.7070063694267517,1.38,1,0.254682595793046,Daniil Medvedev,Tommy Paul,Hard,2.5
2024-03-04,0.453208586503346,0.16666666666666663,5.8,0,0.28654191983667937,Jannik Sinner,Jiri Lehecka,Hard,2.5
2024-03-04,0.6067196590323943,0.5,1.95,0,0.10671965903239433,Tommy Paul,Casper Ruud,Hard,2.5
2024-03-04,0.4985897938782094,0.44783715012722647,2.17,1,0.05075264375098293,Lucas Pouille,Daniel Altmaier,Hard,2.5
