date,p_model,p_pin,psw_bet,y_bet,market_edge,winner_name,loser_name,surface,kelly_stake_pct
2024-04-22,0.7387839794330181,0.6339712918660287,1.53,0,0.10481268756698936,Pedro Cachin,Sebastian Ofner,Clay,12.3
2024-04-22,0.7481100500602402,0.6240963855421686,1.56,1,0.12401366451807161,Jack Draper,Thanasi Kokkinakis,Clay,14.92
2024-05-06,0.7284179287965514,0.5825,1.67,0,0.1459179287965514,Francesco Passaro,Arthur Rinderknech,Clay,16.15
2024-05-06,0.712137820983814,0.6146341463414634,1.58,0,0.09750367464235055,Aleksandar Vukic,Diego Schwartzman,Clay,10.79
2024-05-06,0.7278592779123572,0.6666666666666667,1.46,1,0.06119261124569042,Pavel Kotov,Alex Michelsen,Clay,6.81
2024-05-06,0.5929338462263968,0.5358974358974359,1.81,1,0.057036410328960896,Miomir Kecmanovic,Brandon Nakashima,Clay,4.52
2024-05-06,0.6861141748512446,0.5753768844221105,1.69,0,0.11073729042913405,Yoshihito Nishioka,Sebastian Ofner,Clay,11.56
2024-05-06,0.7076660164084272,0.5810473815461347,1.68,1,0.12661863486229252,Alejandro Tabilo,Zhizhen Zhang,Clay,13.89
2024-05-06,0.24670056520336017,0.1233333333333334,7.89,0,0.12336723187002677,Jaume Munar,Rinky Hijikata,Clay,6.87
2024-05-06,0.7468602257084632,0.6566125290023201,1.48,1,0.09024769670614308,Stefano Napolitano,J.J. Wolf,Clay,10.97
2024-05-20,0.6952136066232601,0.5703517587939698,1.71,1,0.12486184782929033,Tomas Martin Etcheverry,Luciano Darderi,Clay,13.3
2024-05-20,0.614429356823581,0.5606060606060606,1.74,0,0.05382329621752047,Alexander Bublik,Pavel Kotov,Clay,4.67
2024-05-20,0.9126659578697208,0.8272327964860908,1.18,0,0.08543316138363,Tomas Machac,Novak Djokovic,Clay,21.37
2024-05-26,0.15408740846188895,0.03434343434343434,28.68,0,0.11974397411845461,Novak Djokovic,Pierre-Hugues Herbert,Clay,6.18
2024-05-26,0.8198945417585771,0.744140625,1.31,1,0.07575391675857712,Alexander Zverev,Rafael Nadal,Clay,11.95
2024-05-26,0.2893251401727031,0.20707070707070707,4.71,0,0.08225443310199604,Giulio Zeppieri,Adrian Mannarino,Clay,4.89
2024-05-26,0.227772692100247,0.1323185011709601,7.41,0,0.09545419092928689,Jan-Lennard Struff,Roman Andres Burruchaga,Clay,5.37
2024-05-26,0.20293248515457246,0.11133603238866396,8.78,0,0.0915964527659085,Grigor Dimitrov,Aleksandar Kovacevic,Clay,5.02
2024-05-26,0.2887587691166102,0.1784107946026986,5.48,0,0.1103479745139116,Arthur Rinderknech,Adam Walton,Clay,6.5
2024-05-26,0.7027385962837119,0.5985221674876848,1.63,1,0.1042164287960271,Tomas Machac,Nuno Borges,Clay,11.54
2024-05-26,0.19025659218257004,0.10638297872340419,9.24,0,0.08387361345916586,Luciano Darderi,Rinky Hijikata,Clay,4.6
2024-05-26,0.4488140179800028,0.38498789346246975,2.54,0,0.06382612451753306,Filip Misolic,Otto Virtanen,Clay,4.55
2024-05-26,0.2375224819649723,0.16044260027662516,6.07,0,0.07707988168834715,Lorenzo Musetti,Daniel Elahi Galan,Clay,4.36
2024-05-26,0.2233755058387468,0.12527964205816555,7.82,0,0.09809586378058124,Tommy Paul,Pedro Cachin,Clay,5.48
2024-05-26,0.7160232525671556,0.630071599045346,1.55,0,0.08595165352180956,Flavio Cobolli,Hamad Medjedovic,Clay,9.99
2024-05-26,0.42345886259007254,0.3023758099352052,3.23,1,0.12108305265486735,Richard Gasquet,Borna Coric,Clay,8.25
2024-05-26,0.36711464627048884,0.2905982905982907,3.32,0,0.07651635567219817,Carlos Alcaraz,Alexander Zverev,Clay,4.72
2024-05-26,0.6029701215077539,0.5396419437340154,1.8,0,0.06332817777373845,Matteo Arnaldi,Arthur Fils,Clay,5.33
2024-05-26,0.58765317005868,0.5306122448979591,1.84,0,0.0570409251607209,Alexander Bublik,Gregoire Barrere,Clay,4.84
2024-05-26,0.7184560263250402,0.6116504854368933,1.6,1,0.10680554088814698,Alexandre Muller,Luca Nardi,Clay,12.46
2024-05-26,0.7688830229988621,0.6165048543689321,1.58,0,0.15237816862993003,Kei Nishikori,Gabriel Diallo,Clay,18.52
2024-05-26,0.29132583719874094,0.19516129032258067,4.99,0,0.09616454687616027,Sebastian Korda,Harold Mayot,Clay,5.69
2024-05-26,0.3130312309460795,0.22965641952983729,4.26,0,0.0833748114162422,Fabian Marozsan,Mikhail Kukushkin,Clay,5.12
2024-05-26,0.2244788929019875,0.1576086956521739,6.2,1,0.0668701972498136,Soonwoo Kwon,Emil Ruusuvuori,Clay,3.77
2024-06-10,0.6816947819486813,0.630071599045346,1.55,1,0.05162318290333523,Jack Draper,Brandon Nakashima,Grass,5.15
2024-06-10,0.3156027498230378,0.2230088495575222,4.39,0,0.09259390026551562,Matteo Berrettini,James Duckworth,Grass,5.69
2024-06-10,0.7304626727648634,0.6440281030444965,1.52,0,0.0864345697203669,Arthur Rinderknech,Alex Michelsen,Grass,10.61
2024-06-10,0.635019076293679,0.5667506297229219,1.72,0,0.06826844657075715,Jack Draper,Matteo Berrettini,Grass,6.41
2024-06-17,0.8449877905905469,0.7495183044315993,1.3,1,0.09546948615894757,Jannik Sinner,Jan-Lennard Struff,Grass,16.41
2024-06-17,0.753225329932627,0.654292343387471,1.49,1,0.09893298654515603,Lorenzo Musetti,Billy Harris,Grass,12.48
2024-06-23,0.6823250699030591,0.5870646766169154,1.66,1,0.09526039328614366,Alejandro Tabilo,Jakub Mensik,Grass,10.05
2024-06-23,0.6634598945480624,0.561712846347607,1.74,0,0.10174704820045544,Sebastian Ofner,Alex Michelsen,Grass,10.43
2024-06-23,0.784822725365472,0.5642317380352645,1.73,1,0.22059098733020754,Sebastian Ofner,Paul Jubb,Grass,24.5
2024-06-23,0.6856634698443775,0.5580808080808081,1.75,1,0.12758266176356947,Alejandro Tabilo,Sebastian Ofner,Grass,13.33
2024-06-24,0.2756273496490305,0.19709208400646205,4.97,0,0.07853526564256846,Taylor Fritz,Max Purcell,Grass,4.66
2024-07-01,0.7611995465136797,0.702991452991453,1.39,0,0.05820809352222667,Thanasi Kokkinakis,Felix Auger-Aliassime,Grass,7.44
2024-07-01,0.7915310812633825,0.6741573033707866,1.45,1,0.11737377789259584,Casper Ruud,Alex Bolt,Grass,16.41
2024-07-01,0.6865670375483885,0.5140664961636828,1.9,1,0.17250054138470572,Juncheng Shang,Cristian Garin,Grass,16.92
2024-07-01,0.2109906451337423,0.12655367231638415,7.73,0,0.08443697281735815,Miomir Kecmanovic,Sumit Nagal,Grass,4.69
2024-07-01,0.7158175466809892,0.5606060606060607,1.74,1,0.15521148607492852,Tomas Machac,David Goffin,Grass,16.59
2024-07-01,0.2444890204239873,0.17052023121387283,5.74,0,0.07396878921011446,Karen Khachanov,Aslan Karatsev,Grass,4.25
2024-07-01,0.20259289089884447,0.08063300678221552,12.2,0,0.12195988411662895,Taylor Fritz,Christopher O'Connell,Grass,6.57
2024-07-01,0.6928812529473374,0.5965346534653465,1.63,0,0.09634659948199087,Yoshihito Nishioka,Nuno Borges,Grass,10.27
2024-07-01,0.17215409659245856,0.05689277899343548,17.24,0,0.11526131759902308,Jack Draper,Elias Ymer,Grass,6.06
2024-07-01,0.7605268434371667,0.6843267108167771,1.43,1,0.0762001326203896,Arthur Fils,Dominic Stricker,Grass,10.18
2024-07-01,0.7771776910673384,0.7010752688172044,1.39,1,0.07610242225013397,Arthur Rinderknech,Kei Nishikori,Grass,10.29
2024-07-01,0.15016447071886152,0.043718166383701074,22.53,0,0.10644630433516045,Novak Djokovic,Vit Kopriva,Grass,5.53
2024-07-01,0.8025048542295694,0.7057569296375268,1.38,1,0.09674792459204262,Luciano Darderi,Jan Choinski,Grass,14.14
2024-07-01,0.2489545060680249,0.0681375730045426,14.36,0,0.18081693306348232,Hubert Hurkacz,Radu Albot,Grass,9.64
2024-07-01,0.6635505934309719,0.6097560975609757,1.6,1,0.053794495869996184,Tomas Martin Etcheverry,Luca Nardi,Grass,5.14
2024-07-01,0.2271222047627769,0.04043973301923832,24.44,1,0.18668247174353858,Francisco Comesana,Andrey Rublev,Grass,9.71
2024-07-01,0.7849523483026216,0.7329317269076305,1.33,1,0.052020621394991085,Alexei Popyrin,Thiago Monteiro,Grass,6.66
2024-07-01,0.7395251533482852,0.625,1.56,1,0.11452515334828517,Frances Tiafoe,Borna Coric,Grass,13.72
2024-07-01,0.5370001571533916,0.460559796437659,2.12,0,0.07644036071573257,Carlos Alcaraz,Novak Djokovic,Grass,6.18
2024-07-01,0.7586796048139065,0.5692695214105793,1.71,1,0.1894100834033272,Ben Shelton,Denis Shapovalov,Grass,20.94
2024-07-01,0.6854507966768307,0.5810473815461346,1.68,0,0.10440341513069618,Otto Virtanen,Max Purcell,Grass,11.14
2024-07-01,0.1430887585481618,0.022474410324877625,43.93,0,0.12061434822328418,Jannik Sinner,Yannick Hanfmann,Grass,6.16
2024-07-01,0.2560185130705665,0.20198675496688734,4.82,0,0.05403175810367916,Zhizhen Zhang,Maxime Janvier,Grass,3.06
2024-07-01,0.2631350958165656,0.1650211565585331,5.92,0,0.09811393925803247,Brandon Nakashima,Sebastian Baez,Grass,5.67
2024-07-01,0.7555775596760971,0.672686230248307,1.45,0,0.0828913294277901,Arthur Cazaux,Zizou Bergs,Grass,10.62
2024-07-01,0.1941259232991824,0.13294117647058823,7.37,0,0.06118474682859418,Ugo Humbert,Alexander Shevchenko,Grass,3.38
2024-07-15,0.19638163390666077,0.11795961742826777,8.3,0,0.078422016478393,Alexander Zverev,Pedro Martinez,Clay,4.31
2024-07-15,0.7059749902151848,0.6140776699029126,1.59,0,0.09189732031227227,Marcos Giron,Alex Michelsen,Grass,10.38
2024-07-15,0.8365437592397921,0.5985221674876848,1.63,1,0.23802159175210724,Alex Michelsen,Reilly Opelka,Grass,28.85
2024-07-15,0.8463897119335241,0.5820895522388059,1.68,0,0.2643001596947182,Reilly Opelka,Mackenzie McDonald,Grass,31.02
2024-07-15,0.7536506388141636,0.6333333333333333,1.54,1,0.1203173054808303,Marcos Giron,Alex Bolt,Grass,14.87
2024-07-15,0.6478049776005795,0.588089330024814,1.66,0,0.05971564757576553,Arthur Fils,Holger Rune,Clay,5.71
2024-07-15,0.36913602716697247,0.26961770623742465,3.63,0,0.09951832092954782,Rafael Nadal,Duje Ajdukovic,Clay,6.46
2024-07-15,0.5236981659144319,0.4224999999999999,2.31,0,0.10119816591443198,Quentin Halys,Gustavo Heide,Clay,8.01
2024-07-15,0.7681093144955461,0.6150121065375302,1.59,1,0.15309720795801585,Nuno Borges,Timofey Skatov,Clay,18.75
2024-07-15,0.8235404614250789,0.6865342163355408,1.42,0,0.13700624508953807,Quentin Halys,Jan-Lennard Struff,Clay,20.17
2024-07-15,0.23710041716233943,0.15072083879423326,6.48,0,0.08637957836810617,Stefanos Tsitsipas,Fabio Fognini,Clay,4.89
2024-07-15,0.6474374005146529,0.5925925925925927,1.65,1,0.05484480792206026,Jan-Lennard Struff,Tomas Martin Etcheverry,Clay,5.25
2024-07-15,0.36719808653806213,0.2433962264150944,4.01,0,0.12380186012296773,Matteo Berrettini,Quentin Halys,Clay,7.85
2024-07-22,0.7342958317880951,0.6836283185840708,1.43,0,0.050667513204024295,Hugo Gaston,Sebastian Baez,Clay,5.82
2024-07-22,0.7413365774516354,0.6415094339622642,1.52,0,0.09982714348937116,Yoshihito Nishioka,Frances Tiafoe,Hard,12.2
2024-07-22,0.6640968377467225,0.6054590570719603,1.59,0,0.05863778067476211,Francisco Cerundolo,Andrey Rublev,Clay,4.74
2024-07-22,0.7358635754595458,0.6431924882629109,1.52,1,0.09267108719663497,Lorenzo Musetti,Jakub Mensik,Clay,11.4
2024-07-29,0.5707611402171967,0.4744897959183674,2.06,1,0.09627134429882933,Jordan Thompson,Reilly Opelka,Hard,8.29
2024-07-29,0.8308313718278064,0.75,1.3,1,0.08083137182780642,Alex Michelsen,Seongchan Hong,Hard,13.35
2024-07-29,0.7406764962417747,0.575,1.7,1,0.16567649624177472,Alex Michelsen,Mattia Bellucci,Hard,18.51
