date,p_model,p_pin,psw_bet,y_bet,market_edge,winner_name,loser_name,surface,kelly_stake_pct
2024-02-05,0.7221690999287992,0.5810473815461346,1.68,0,0.14112171838266463,Facundo Bagnis,Federico Coria,Clay,2.5
2024-02-05,0.6830908929702555,0.630071599045346,1.55,0,0.05301929392490945,Ugo Humbert,Hubert Hurkacz,Hard,2.5
2024-02-12,0.6906521871434245,0.5915841584158417,1.65,1,0.0990680287275828,Tommy Paul,Jordan Thompson,Hard,2.5
2024-02-12,0.27496443335255766,0.1531291611185086,6.36,0,0.12183527223404905,Taylor Fritz,Rinky Hijikata,Hard,2.5
2024-02-12,0.338645806148305,0.1784107946026986,5.48,0,0.16023501154560638,Grigor Dimitrov,Alexander Shevchenko,Hard,2.5
2024-02-12,0.19131416906902,0.07997010463378185,12.31,0,0.11134406443523814,Carlos Alcaraz,Andrea Vavassori,Clay,2.5
2024-02-19,0.43106387010715663,0.3214285714285714,3.04,0,0.10963529867858524,Karen Khachanov,Jakub Mensik,Hard,2.5
2024-02-19,0.7940035962647742,0.7292929292929293,1.34,0,0.06471066697184491,Gael Monfils,Ugo Humbert,Hard,2.5
2024-02-19,0.6812215663958141,0.561712846347607,1.74,0,0.11950872004820712,Alexei Popyrin,Alexander Bublik,Hard,2.5
2024-02-19,0.25635113848003677,0.1409147095179234,6.95,0,0.11543642896211337,Stefanos Tsitsipas,Aleksandar Kovacevic,Hard,2.5
2024-02-26,0.7427476262417607,0.6350710900473934,1.54,0,0.10767653619436734,Pedro Martinez,Arthur Fils,Clay,2.5
2024-02-26,0.7046311854333753,0.6342042755344418,1.54,1,0.07042690989893352,Sebastian Baez,Jaume Munar,Clay,2.5
2024-02-26,0.7871476833116561,0.7057569296375268,1.38,1,0.08139075367412929,Andrey Rublev,Zhizhen Zhang,Hard,2.5
2024-02-26,0.4877700312963875,0.4119106699751861,2.37,0,0.07585936132120141,Casper Ruud,Holger Rune,Hard,2.5
2024-02-26,0.6937316902149344,0.6225961538461539,1.57,1,0.07113553636878056,Sebastian Baez,Alejandro Tabilo,Clay,2.5
2024-02-26,0.7519961345950599,0.6829268292682927,1.43,1,0.06906930532676714,Andrey Rublev,Sebastian Korda,Hard,2.5
2024-02-26,0.6876102861185232,0.6216867469879519,1.57,1,0.06592353913057125,Alejandro Tabilo,Corentin Moutet,Clay,2.5
2024-03-04,0.6278698620280453,0.5192802056555269,1.87,1,0.10858965637251838,Constant Lestienne,Denis Kudla,Hard,2.5
2024-03-04,0.41704024673779233,0.3473193473193473,2.8,1,0.069720899418445,Juncheng Shang,Jordan Thompson,Hard,2.5
2024-03-04,0.7189607855670223,0.6651376146788991,1.46,1,0.05382317088812316,Taro Daniel,Daniel Elahi Galan,Hard,2.5
2024-03-04,0.7310040660973273,0.6565420560747663,1.47,1,0.07446201002256092,Fabian Marozsan,Jurij Rodionov,Hard,2.5
2024-03-04,0.7129267112383473,0.5789473684210527,1.68,0,0.13397934281729462,Alexander Shevchenko,Dominik Koepfer,Hard,2.5
2024-03-04,0.6859036688019311,0.549618320610687,1.77,1,0.13628534819124405,Arthur Fils,Nuno Borges,Hard,2.5
2024-03-04,0.7167342152889558,0.5789473684210527,1.68,0,0.1377868468679031,Lorenzo Sonego,Miomir Kecmanovic,Hard,2.5
2024-03-04,0.7341461307633294,0.5583756345177665,1.74,1,0.17577049624556285,Roman Safiullin,Daniel Evans,Hard,2.5
2024-03-04,0.7720875196139872,0.7070063694267517,1.38,1,0.06508115018723559,Daniil Medvedev,Tommy Paul,Hard,2.5
2024-03-04,0.45326706704106395,0.3258426966292134,3.0,0,0.12742437041185056,Daniil Medvedev,Holger Rune,Hard,2.5
2024-03-04,0.39613280416658675,0.29956896551724144,3.25,0,0.09656383864934531,Milos Raonic,Sumit Nagal,Hard,2.5
2024-03-04,0.4158359130473214,0.30567685589519655,3.18,0,0.11015905715212487,Carlos Alcaraz,Alexander Zverev,Hard,2.5
2024-03-18,0.6322276480897764,0.5396419437340154,1.8,0,0.09258570435576097,Matteo Arnaldi,Arthur Fils,Hard,2.5
2024-03-18,0.7014003715469616,0.5205128205128204,1.87,1,0.18088755103414111,Sebastian Ofner,Kei Nishikori,Hard,2.5
2024-03-18,0.7948042602538489,0.7237113402061855,1.34,1,0.07109292004766332,Gael Monfils,Dusan Lajovic,Hard,2.5
2024-03-18,0.34834024272066294,0.26294820717131473,3.7,1,0.08539203554934821,Martin Damm,Zhizhen Zhang,Hard,2.5
2024-03-18,0.7331170332766638,0.6445497630331753,1.5,1,0.08856727024348843,Alexander Shevchenko,Daniel Elahi Galan,Hard,2.5
2024-03-18,0.67419518728648,0.607843137254902,1.6,0,0.06635205003157796,Alejandro Tabilo,Brandon Nakashima,Hard,2.5
2024-03-18,0.7800281225789845,0.6574074074074074,1.48,0,0.12262071517157702,Martin Landaluce,Jaume Munar,Hard,2.5
2024-03-18,0.19825141408204913,0.038665655799848486,25.36,0,0.15958575828220065,Tomas Machac,Darwin Blanch,Hard,2.5
2024-03-18,0.7241435271467446,0.6000000000000001,1.62,0,0.12414352714674448,Dominik Koepfer,Marcos Giron,Hard,2.5
2024-03-18,0.6705112074579631,0.5885286783042394,1.65,0,0.08198252915372373,Flavio Cobolli,Yoshihito Nishioka,Hard,2.5
2024-03-18,0.22382696266875257,0.1717612809315866,5.69,0,0.05206568173716597,Daniil Medvedev,Nicolas Jarry,Hard,2.5
2024-03-18,0.29713586778997425,0.2379182156133829,4.1,0,0.05921765217659136,Alexander Zverev,Fabian Marozsan,Hard,2.5
2024-03-18,0.8502665682675966,0.6398104265402844,1.52,0,0.2104561417273122,Soonwoo Kwon,Alexandre Muller,Hard,2.5
2024-03-18,0.6584145422509202,0.5717884130982368,1.7,0,0.08662612915268342,Juncheng Shang,Miomir Kecmanovic,Hard,2.5
2024-04-01,0.2887297803779263,0.21016949152542375,4.66,0,0.07856028885250255,Casper Ruud,Marton Fucsovics,Clay,2.5
2024-04-01,0.7093553085214346,0.647196261682243,1.51,0,0.0621590468391916,Cristian Garin,Nuno Borges,Clay,2.5
2024-04-01,0.3682514624842257,0.3114035087719298,3.14,0,0.056847953712295896,Pedro Martinez,Richard Gasquet,Clay,2.5
2024-04-08,0.7151937354776807,0.5778894472361809,1.68,1,0.13730428824149987,Francisco Cerundolo,Daniel Altmaier,Clay,2.5
2024-04-08,0.23211847013784714,0.09523809523809534,10.26,0,0.1368803748997518,Grigor Dimitrov,Valentin Vacherot,Clay,2.5
2024-04-08,0.3802597839729808,0.2995689655172413,3.25,1,0.0806908184557395,Miomir Kecmanovic,Matteo Berrettini,Clay,2.5
2024-04-08,0.6277886598277356,0.5370843989769821,1.81,1,0.09070426085075345,Sebastian Ofner,Daniel Evans,Clay,2.5
2024-04-08,0.7736618887407156,0.6704805491990847,1.44,1,0.10318133954163089,Arthur Fils,Yannick Hanfmann,Clay,2.5
2024-04-08,0.3425272059398706,0.24761904761904763,3.95,0,0.094908158320823,Grigor Dimitrov,Miomir Kecmanovic,Clay,2.5
2024-04-08,0.7544309976970023,0.5645569620253165,1.72,1,0.18987403567168581,Zhizhen Zhang,Marcos Giron,Clay,2.5
2024-04-08,0.6272884821920951,0.548469387755102,1.77,1,0.07881909443699309,Tallon Griekspoor,Dominik Koepfer,Clay,2.5
2024-04-08,0.28738538046781825,0.23132969034608386,4.22,0,0.05605569012173439,Casper Ruud,Alejandro Tabilo,Clay,2.5
2024-04-08,0.7609886398441026,0.6907894736842106,1.41,1,0.07019916615989197,Ugo Humbert,Zhizhen Zhang,Clay,2.5
2024-04-08,0.7412642092255073,0.6382978723404256,1.53,0,0.10296633688508172,Lorenzo Sonego,Felix Auger-Aliassime,Clay,2.5
2024-04-08,0.43175436460676486,0.3280542986425339,2.97,0,0.10370006596423098,Lorenzo Musetti,Arthur Fils,Clay,2.5
2024-04-08,0.15406240710915708,0.08039068369646885,12.24,0,0.07367172341268824,Jannik Sinner,Jan-Lennard Struff,Clay,2.5
2024-04-08,0.20721645501968203,0.11783439490445857,8.31,0,0.08938206011522346,Alexander Zverev,Sebastian Ofner,Clay,2.5
2024-04-08,0.3415146644325022,0.28099173553719003,3.48,0,0.06052292889531219,Daniil Medvedev,Gael Monfils,Clay,2.5
2024-04-08,0.37877186474395513,0.31567328918322296,3.1,1,0.06309857556073217,Casper Ruud,Novak Djokovic,Clay,2.5
2024-04-08,0.755539852156927,0.6829268292682927,1.43,0,0.07261302288863425,Karen Khachanov,Daniil Medvedev,Clay,2.5
2024-04-08,0.6998423104864568,0.6246913580246914,1.52,1,0.0751509524617654,Ugo Humbert,Lorenzo Sonego,Clay,2.5
2024-04-15,0.3350038589062002,0.2524271844660195,3.85,0,0.08257667444018069,Jaume Munar,Yoshihito Nishioka,Clay,2.5
2024-04-15,0.7122428249689431,0.6455399061032865,1.51,1,0.0667029188656566,Brandon Nakashima,Daniel Evans,Clay,2.5
2024-04-15,0.6690030357557595,0.607843137254902,1.6,0,0.06115989850085746,Daniel Altmaier,Alexei Popyrin,Clay,2.5
2024-04-15,0.6273934333007455,0.5192802056555269,1.87,1,0.10811322764521858,Nick Hardt,Martin Landaluce,Clay,2.5
2024-04-15,0.3015146020541133,0.20777027027027029,4.69,0,0.093744331783843,Stefanos Tsitsipas,Dusan Lajovic,Clay,2.5
2024-04-15,0.3293803376367538,0.23970037453183513,4.06,0,0.08967996310491866,Casper Ruud,Matteo Arnaldi,Clay,2.5
2024-04-15,0.753907932834827,0.5845771144278606,1.67,0,0.1693308184069664,Dusan Lajovic,Arthur Fils,Clay,2.5
2024-04-15,0.3048524642796844,0.23217550274223042,4.2,0,0.07267696153745395,Matteo Arnaldi,Marco Trungelliti,Clay,2.5
2024-04-15,0.27875721751690713,0.1794871794871795,5.44,1,0.09927003802972764,Cristian Garin,Alexander Zverev,Clay,2.5
2024-04-15,0.7140156024444371,0.6267942583732058,1.56,1,0.08722134407123128,Taylor Fritz,Cristian Garin,Clay,2.5
2024-04-15,0.6329071241458948,0.5242966751918158,1.86,0,0.10861044895407901,Jan-Lennard Struff,Felix Auger-Aliassime,Clay,2.5
2024-04-15,0.6943604764518249,0.58,1.68,1,0.1143604764518249,Marton Fucsovics,Mariano Navone,Clay,2.5
2024-04-15,0.7049533692299434,0.6265060240963857,1.55,1,0.07844734513355778,Mariano Navone,Gregoire Barrere,Clay,2.5
2024-04-15,0.6510738377086439,0.5678391959798995,1.72,1,0.0832346417287444,Taylor Fritz,Jack Draper,Clay,2.5
2024-04-15,0.788621263929912,0.6374407582938388,1.53,1,0.15118050563607321,Alejandro Tabilo,Joao Fonseca,Clay,2.5
2024-04-15,0.8366638335011013,0.7783687943262412,1.25,0,0.05829503917486012,Marco Trungelliti,Nicolas Jarry,Clay,2.5
2024-04-15,0.2827422739125865,0.18085106382978722,5.39,0,0.10189121008279928,Tomas Martin Etcheverry,Nick Hardt,Clay,2.5
2024-04-15,0.5911584800605267,0.539440203562341,1.81,1,0.05171827649818572,Marton Fucsovics,Corentin Moutet,Clay,2.5
2024-04-22,0.469957425018949,0.4024691358024692,2.42,1,0.06748828921647981,Juncheng Shang,Corentin Moutet,Clay,2.5
2024-04-22,0.7289597857081797,0.5583756345177665,1.74,0,0.17058415119041315,Mariano Navone,Alexei Popyrin,Clay,2.5
2024-04-22,0.748058950327937,0.5670886075949367,1.71,1,0.18097034273300028,Jaume Munar,Nuno Borges,Clay,2.5
2024-04-22,0.7529450875580812,0.6534883720930232,1.49,1,0.09945671546505797,Lorenzo Sonego,Richard Gasquet,Clay,2.5
2024-04-22,0.7599926997934372,0.5753768844221105,1.69,1,0.18461581537132665,Pavel Kotov,Albert Ramos-Vinolas,Clay,2.5
2024-04-22,0.7118060211388152,0.5583756345177665,1.74,1,0.1534303866210487,Miomir Kecmanovic,Zhizhen Zhang,Clay,2.5
2024-04-22,0.298110093591977,0.20132013201320131,4.84,0,0.09678996157877567,Fabian Marozsan,Aslan Karatsev,Clay,2.5
2024-04-22,0.38614947410477335,0.21891418563922943,4.46,1,0.16723528846554392,Flavio Cobolli,Nicolas Jarry,Clay,2.5
2024-04-22,0.6025111620080096,0.549367088607595,1.78,0,0.053144073400414604,Felix Auger-Aliassime,Jiri Lehecka,Clay,2.5
2024-04-22,0.7013508096478803,0.6140776699029126,1.59,0,0.08727313974496775,Jiri Lehecka,Daniil Medvedev,Clay,2.5
2024-04-22,0.668868083943377,0.585,1.66,1,0.08386808394337708,Hubert Hurkacz,Jack Draper,Clay,2.5
2024-04-22,0.18764755635487224,0.06406345332519836,15.34,0,0.12358410302967388,Rafael Nadal,Darwin Blanch,Clay,2.5
2024-04-22,0.715049098639833,0.6339712918660287,1.53,0,0.08107780677380427,Pedro Cachin,Sebastian Ofner,Clay,2.5
2024-04-22,0.7153169381799279,0.6240963855421686,1.56,1,0.0912205526377593,Jack Draper,Thanasi Kokkinakis,Clay,2.5
2024-04-22,0.4393285402749282,0.2851153039832284,3.41,0,0.1542132362916998,Daniel Altmaier,Martin Landaluce,Clay,2.5
2024-05-06,0.712316801697113,0.5825,1.67,0,0.12981680169711296,Francesco Passaro,Arthur Rinderknech,Clay,2.5
2024-05-06,0.7155236257743255,0.6240963855421686,1.56,1,0.09142724023215687,Stefanos Tsitsipas,Jan-Lennard Struff,Clay,2.5
2024-05-06,0.6052362433107598,0.5370843989769821,1.81,1,0.06815184433377763,Jack Draper,Borna Coric,Clay,2.5
2024-05-06,0.49581894852527963,0.4318181818181818,2.25,1,0.06400076670709781,Luca Nardi,Daniel Altmaier,Clay,2.5
2024-05-06,0.3513361833662546,0.24855491329479773,3.9,0,0.10278127007145688,Aslan Karatsev,Mackenzie McDonald,Clay,2.5
2024-05-06,0.7251960077719898,0.6574074074074074,1.48,0,0.06778860036458234,Alexander Shevchenko,Fabian Marozsan,Clay,2.5
2024-05-06,0.5912437223637717,0.5358974358974359,1.81,1,0.05534628646633577,Miomir Kecmanovic,Brandon Nakashima,Clay,2.5
2024-05-06,0.7160741260539254,0.5753768844221105,1.69,0,0.14069724163181485,Yoshihito Nishioka,Sebastian Ofner,Clay,2.5
2024-05-06,0.7181551364741914,0.5810473815461347,1.68,1,0.1371077549280567,Alejandro Tabilo,Zhizhen Zhang,Clay,2.5
2024-05-06,0.5049078615417354,0.40796019900497515,2.38,0,0.09694766253676024,Fabio Fognini,Daniel Evans,Clay,2.5
2024-05-06,0.26496770269435477,0.1233333333333334,7.89,0,0.14163436936102136,Jaume Munar,Rinky Hijikata,Clay,2.5
2024-05-06,0.6398752180185464,0.5775000000000001,1.69,1,0.062375218018546286,Karen Khachanov,Francisco Cerundolo,Clay,2.5
2024-05-20,0.6946525772348503,0.5703517587939698,1.71,1,0.12430081844088048,Tomas Martin Etcheverry,Luciano Darderi,Clay,2.5
2024-05-20,0.6597675288826407,0.5606060606060606,1.74,0,0.09916146827658012,Alexander Bublik,Pavel Kotov,Clay,2.5
2024-05-20,0.698804045638343,0.6423529411764706,1.52,1,0.0564511044618724,Tomas Martin Etcheverry,Dominik Koepfer,Clay,2.5
2024-05-26,0.35195879468704483,0.2963752665245203,3.3,0,0.05558352816252454,Zhizhen Zhang,Aleksandar Vukic,Clay,2.5
2024-05-26,0.17859101064697114,0.03434343434343434,28.68,0,0.1442475763035368,Novak Djokovic,Pierre-Hugues Herbert,Clay,2.5
2024-05-26,0.39022542630958673,0.3394495412844037,2.88,1,0.05077588502518304,Corentin Moutet,Nicolas Jarry,Clay,2.5
2024-05-26,0.8308855921551638,0.744140625,1.31,1,0.08674496715516378,Alexander Zverev,Rafael Nadal,Clay,2.5
2024-05-26,0.33591352955787973,0.20707070707070707,4.71,0,0.12884282248717266,Giulio Zeppieri,Adrian Mannarino,Clay,2.5
2024-05-26,0.2561534289500188,0.1038095238095238,9.41,0,0.152343905140495,Holger Rune,Daniel Evans,Clay,2.5
2024-05-26,0.28082547160163085,0.1323185011709601,7.41,0,0.14850697043067074,Jan-Lennard Struff,Roman Andres Burruchaga,Clay,2.5
2024-05-26,0.264691620718958,0.11133603238866396,8.78,0,0.15335558833029406,Grigor Dimitrov,Aleksandar Kovacevic,Clay,2.5
2024-05-26,0.3146230657082157,0.1784107946026986,5.48,0,0.1362122711055171,Arthur Rinderknech,Adam Walton,Clay,2.5
2024-05-26,0.7142861909921346,0.5985221674876848,1.63,1,0.11576402350444981,Tomas Machac,Nuno Borges,Clay,2.5
2024-05-26,0.2588165269892092,0.10638297872340419,9.24,0,0.15243354826580502,Luciano Darderi,Rinky Hijikata,Clay,2.5
2024-05-26,0.2866096888227617,0.20098846787479396,4.85,0,0.08562122094796776,Tomas Martin Etcheverry,Arthur Cazaux,Clay,2.5
2024-05-26,0.7346228865949939,0.6734234234234234,1.45,0,0.061199463171570434,Pavel Kotov,Cameron Norrie,Clay,2.5
2024-05-26,0.27610343030494444,0.16044260027662516,6.07,0,0.11566083002831928,Lorenzo Musetti,Daniel Elahi Galan,Clay,2.5
2024-05-26,0.25058832277311566,0.12527964205816555,7.82,0,0.1253086807149501,Tommy Paul,Pedro Cachin,Clay,2.5
2024-05-26,0.8600262111970796,0.8006535947712419,1.22,1,0.05937261642583769,Daniil Medvedev,Dominik Koepfer,Clay,2.5
2024-05-26,0.3794862284520991,0.3023758099352052,3.23,1,0.07711041851689393,Richard Gasquet,Borna Coric,Clay,2.5
2024-05-26,0.3625296591239336,0.2905982905982907,3.32,0,0.07193136852564291,Carlos Alcaraz,Alexander Zverev,Clay,2.5
2024-05-26,0.6142924815454986,0.5561224489795918,1.74,1,0.058170032565906804,Casper Ruud,Novak Djokovic,Clay,2.5
2024-05-26,0.2515198244992688,0.1312427409988386,7.48,0,0.1202770835004302,Tallon Griekspoor,Mackenzie McDonald,Clay,2.5
2024-05-26,0.6042746961641079,0.5396419437340154,1.8,0,0.06463275243009248,Matteo Arnaldi,Arthur Fils,Clay,2.5
2024-05-26,0.6745345271913656,0.6165048543689321,1.58,0,0.05802967282243354,Kei Nishikori,Gabriel Diallo,Clay,2.5
2024-05-26,0.24252507892101668,0.128,7.63,0,0.11452507892101668,Stefanos Tsitsipas,Marton Fucsovics,Clay,2.5
2024-05-26,0.31995283964460813,0.19516129032258067,4.99,0,0.12479154932202746,Sebastian Korda,Harold Mayot,Clay,2.5
2024-05-26,0.29343072293566713,0.22965641952983729,4.26,0,0.06377430340582985,Fabian Marozsan,Mikhail Kukushkin,Clay,2.5
2024-05-26,0.27480781752587136,0.1576086956521739,6.2,1,0.11719912187369746,Soonwoo Kwon,Emil Ruusuvuori,Clay,2.5
2024-06-10,0.7016409677283987,0.6511627906976745,1.5,0,0.050478177030724214,Brandon Nakashima,Jan-Lennard Struff,Grass,2.5
2024-06-10,0.37117322221453247,0.2230088495575222,4.39,0,0.14816437265701027,Matteo Berrettini,James Duckworth,Grass,2.5
2024-06-10,0.7405768673461828,0.6440281030444965,1.52,0,0.09654876430168624,Arthur Rinderknech,Alex Michelsen,Grass,2.5
2024-06-10,0.6798040489005255,0.5667506297229219,1.72,0,0.11305341917760359,Jack Draper,Matteo Berrettini,Grass,2.5
2024-06-17,0.3247561249547668,0.21739130434782594,4.5,0,0.10736482060694086,Alexander Zverev,Arthur Fils,Grass,2.5
2024-06-17,0.8595688352928315,0.7495183044315993,1.3,1,0.11005053086123218,Jannik Sinner,Jan-Lennard Struff,Grass,2.5
2024-06-17,0.7435436553102673,0.654292343387471,1.49,1,0.08925131192279634,Lorenzo Musetti,Billy Harris,Grass,2.5
2024-06-23,0.6588652779938502,0.5870646766169154,1.66,1,0.07180060137693478,Alejandro Tabilo,Jakub Mensik,Grass,2.5
2024-06-23,0.7698156138183615,0.561712846347607,1.74,0,0.2081027674707545,Sebastian Ofner,Alex Michelsen,Grass,2.5
2024-06-23,0.7819062947598234,0.5642317380352645,1.73,1,0.21767455672455893,Sebastian Ofner,Paul Jubb,Grass,2.5
2024-06-23,0.685743826620726,0.5580808080808081,1.75,1,0.1276630185399179,Alejandro Tabilo,Sebastian Ofner,Grass,2.5
2024-06-24,0.2879352089986671,0.19709208400646205,4.97,0,0.09084312499220504,Taylor Fritz,Max Purcell,Grass,2.5
2024-06-24,0.2696853526305214,0.20364238410596025,4.81,0,0.06604296852456115,Taylor Fritz,Aleksandar Vukic,Grass,2.5
2024-07-01,0.2974880688607203,0.20398009950248752,4.8,0,0.0935079693582328,Jan-Lennard Struff,Fabian Marozsan,Grass,2.5
2024-07-01,0.7514140668307204,0.6741573033707866,1.45,1,0.07725676345993382,Casper Ruud,Alex Bolt,Grass,2.5
2024-07-01,0.5928423960831202,0.5140664961636828,1.9,1,0.07877589991943734,Juncheng Shang,Cristian Garin,Grass,2.5
2024-07-01,0.2561225179133751,0.12655367231638415,7.73,0,0.12956884559699094,Miomir Kecmanovic,Sumit Nagal,Grass,2.5
2024-07-01,0.6849617794346572,0.5606060606060607,1.74,1,0.12435571882859653,Tomas Machac,David Goffin,Grass,2.5
2024-07-01,0.2892248436197842,0.17052023121387283,5.74,0,0.11870461240591135,Karen Khachanov,Aslan Karatsev,Grass,2.5
2024-07-01,0.243620577875975,0.08063300678221552,12.2,0,0.16298757109375947,Taylor Fritz,Christopher O'Connell,Grass,2.5
2024-07-01,0.6745247953179059,0.5965346534653465,1.63,0,0.07799014185255937,Yoshihito Nishioka,Nuno Borges,Grass,2.5
2024-07-01,0.26484672815063215,0.05689277899343548,17.24,0,0.20795394915719667,Jack Draper,Elias Ymer,Grass,2.5
2024-07-01,0.7776487321087882,0.7010752688172044,1.39,1,0.07657346329158377,Arthur Rinderknech,Kei Nishikori,Grass,2.5
2024-07-01,0.19863737592569963,0.043718166383701074,22.53,0,0.15491920954199856,Novak Djokovic,Vit Kopriva,Grass,2.5
2024-07-01,0.2505077520258296,0.12026002166847238,8.12,0,0.1302477303573572,Lorenzo Musetti,Constant Lestienne,Grass,2.5
2024-07-01,0.7668829931195972,0.7057569296375268,1.38,1,0.06112606348207039,Luciano Darderi,Jan Choinski,Grass,2.5
2024-07-01,0.2341836007153596,0.0681375730045426,14.36,0,0.166046027710817,Hubert Hurkacz,Radu Albot,Grass,2.5
2024-07-01,0.245422218587002,0.04043973301923832,24.44,1,0.2049824855677637,Francisco Comesana,Andrey Rublev,Grass,2.5
2024-07-01,0.3165033631050999,0.17734724292101345,5.52,0,0.13915612018408646,Marcos Giron,Henry Searle,Grass,2.5
2024-07-01,0.30830125426625865,0.21160409556313997,4.62,0,0.09669715870311868,Jordan Thompson,Pavel Kotov,Grass,2.5
2024-07-01,0.726227847465298,0.625,1.56,1,0.101227847465298,Frances Tiafoe,Borna Coric,Grass,2.5
2024-07-01,0.31905613497388274,0.25,3.9,0,0.06905613497388274,Carlos Alcaraz,Daniil Medvedev,Grass,2.5
2024-07-01,0.674240096859477,0.5692695214105793,1.71,1,0.10497057544889765,Ben Shelton,Denis Shapovalov,Grass,2.5
