tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,year,wl,ll,rnd,_yr,Tournament,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL,pin_prob_w,pin_prob_l,b365_prob_w,max_prob_w,avg_prob_w,odds_consensus_w,pin_log_odds,b365_log_odds
2004-717,Houston,Clay,32.0,250,O,2004-04-12,11.0,S480,,,Davide Sanguinetti,R,188.0,ITA,31.63,120.0,339.0,P467,,Q,Alexander Peya,R,183.0,AUT,23.792,127.0,314.0,6-3 5-7 6-4,3,R32,126.0,0.0,6.0,115.0,64.0,41.0,20.0,15.0,8.0,14.0,2.0,6.0,108.0,85.0,45.0,10.0,16.0,8.0,16.0,2004,sanguinetti,peya,R2,2004,CA Tennis Trophy,,,1.714,2.2,,,,,,,0.5620848237097599,0.4379151762902401,,,,,-0.24962754018868216,
2004-717,Houston,Clay,32.0,250,O,2004-04-12,31.0,H355,,,Tommy Haas,R,188.0,GER,26.026,349.0,90.0,R485,1.0,,Andy Roddick,R,188.0,USA,21.618,2.0,4800.0,6-3 6-4,3,F,71.0,3.0,3.0,56.0,35.0,28.0,14.0,10.0,3.0,3.0,6.0,1.0,53.0,35.0,21.0,12.0,9.0,2.0,4.0,2004,haas,roddick,F,2004,U.S. Men's Clay Court Championships,3.5,1.28,3.62,1.321,,,,,,,0.2673547864804695,0.7326452135195304,0.2677824267782427,,,,1.0080850002974915,1.0059028905638423
2004-717,Houston,Clay,32.0,250,O,2004-04-12,30.0,H355,,,Tommy Haas,R,188.0,GER,26.026,349.0,90.0,P280,5.0,,Andrei Pavel,R,183.0,ROU,30.207,41.0,884.0,6-4 6-7(4) 6-4,3,SF,141.0,4.0,3.0,101.0,61.0,49.0,20.0,16.0,2.0,3.0,7.0,3.0,115.0,75.0,53.0,21.0,16.0,7.0,10.0,2004,haas,pavel,SF,2004,U.S. Men's Clay Court Championships,1.909,1.8,2.02,1.847,,,,,,,0.4776312386863201,0.5223687613136798,0.4853060124022647,,,,0.08953481019601042,0.05879287984149148
2004-717,Houston,Clay,32.0,250,O,2004-04-12,29.0,R485,1.0,,Andy Roddick,R,188.0,USA,21.618,2.0,4800.0,H390,7.0,,Luis Horna,R,180.0,PER,23.576,60.0,595.0,6-3 6-4,3,SF,63.0,10.0,2.0,55.0,37.0,30.0,13.0,10.0,1.0,1.0,2.0,2.0,55.0,39.0,28.0,6.0,9.0,2.0,4.0,2004,roddick,horna,SF,2004,U.S. Men's Clay Court Championships,1.167,4.5,1.167,5.6,,,,,,,0.8275454411112753,0.1724545588887247,0.7940709370037058,,,,-1.5683302444366845,-1.349641043471855
2004-717,Houston,Clay,32.0,250,O,2004-04-12,28.0,H355,,,Tommy Haas,R,188.0,GER,26.026,349.0,90.0,T315,,,Dmitry Tursunov,R,185.0,RUS,21.333,74.0,503.0,6-2 6-0,3,QF,66.0,0.0,0.0,52.0,37.0,28.0,6.0,7.0,4.0,4.0,3.0,4.0,46.0,31.0,13.0,6.0,7.0,5.0,10.0,2004,haas,tursunov,QF,2004,U.S. Men's Clay Court Championships,1.571,2.25,1.578,2.55,,,,,,,0.6177325581395349,0.3822674418604652,0.5888510861031143,,,,-0.47993513674665217,-0.3592178569428447
2004-717,Houston,Clay,32.0,250,O,2004-04-12,27.0,P280,5.0,,Andrei Pavel,R,183.0,ROU,30.207,41.0,884.0,B676,4.0,,James Blake,R,185.0,USA,24.29,40.0,895.0,6-4 6-4,3,QF,77.0,6.0,2.0,59.0,39.0,30.0,10.0,10.0,2.0,3.0,2.0,1.0,76.0,47.0,28.0,15.0,10.0,8.0,11.0,2004,pavel,blake,QF,2004,U.S. Men's Clay Court Championships,1.727,2.0,1.704,2.25,,,,,,,0.5690440060698028,0.43095599393019723,0.5366246310705661,,,,-0.2779517878092048,-0.1467613813954037
2004-717,Houston,Clay,32.0,250,O,2004-04-12,26.0,H390,7.0,,Luis Horna,R,180.0,PER,23.576,60.0,595.0,M442,,WC,Todd Martin,R,198.0,USA,33.763,63.0,552.0,7-5 6-3,3,QF,84.0,3.0,5.0,70.0,50.0,37.0,10.0,10.0,5.0,5.0,9.0,0.0,65.0,38.0,30.0,11.0,11.0,4.0,7.0,2004,horna,martin,QF,2004,U.S. Men's Clay Court Championships,1.833,1.833,1.826,2.05,,,,,,,0.5288957688338494,0.4711042311661507,0.5,,,,-0.11571201097753994,0.0
2004-717,Houston,Clay,32.0,250,O,2004-04-12,25.0,R485,1.0,,Andy Roddick,R,188.0,USA,21.618,2.0,4800.0,M762,8.0,,Jurgen Melzer,L,183.0,AUT,22.891,59.0,597.0,7-5 7-6(5),3,QF,92.0,10.0,0.0,70.0,50.0,36.0,15.0,12.0,0.0,1.0,1.0,3.0,85.0,53.0,39.0,15.0,12.0,6.0,8.0,2004,roddick,melzer,QF,2004,U.S. Men's Clay Court Championships,1.167,4.5,1.2,5.0,,,,,,,0.8064516129032258,0.1935483870967742,0.7940709370037058,,,,-1.4271163556401458,-1.349641043471855
2004-573,Valencia,Clay,32.0,250,O,2004-04-12,14.0,L480,,Q,Marc Lopez,R,175.0,ESP,21.7,123.0,327.0,K310,,,Stefan Koubek,L,175.0,AUT,27.274,89.0,459.0,7-5 6-0,3,R32,81.0,0.0,1.0,56.0,32.0,23.0,11.0,9.0,5.0,7.0,0.0,3.0,53.0,35.0,17.0,5.0,9.0,4.0,10.0,2004,lopez,koubek,R2,2004,Generali Open,2.0,1.727,2.15,1.741,,,,,,,0.4474428167566178,0.5525571832433821,0.4633753689294338,,,,0.21100818135351931,0.14676138139540376
2004-468,Estoril,Clay,32.0,250,O,2004-04-12,15.0,N409,,,Rafael Nadal,L,185.0,ESP,17.859,34.0,978.0,I034,,,Goran Ivanisevic,L,193.0,CRO,32.58,505.0,45.0,6-4 6-1,3,R32,66.0,3.0,5.0,53.0,33.0,24.0,11.0,9.0,1.0,2.0,6.0,5.0,51.0,23.0,16.0,11.0,8.0,2.0,6.0,2004,nadal,ivanisevic,R2,2004,NASDAQ-100 Open,1.36,3.0,1.339,3.55,,,,,,,0.726119860912252,0.27388013908774805,0.6880733944954128,,,,-0.9750245367782889,-0.791127588920149
2004-573,Valencia,Clay,32.0,250,O,2004-04-12,9.0,M590,6.0,,Alberto Martin,R,175.0,ESP,25.645,58.0,612.0,A479,,Q,Nicolas Almagro,R,183.0,ESP,18.642,135.0,278.0,6-2 6-4,3,R32,85.0,2.0,3.0,77.0,46.0,29.0,17.0,9.0,6.0,7.0,5.0,5.0,62.0,34.0,25.0,9.0,9.0,2.0,6.0,2004,martin,almagro,R2,2004,Croatia Open,1.727,2.0,1.694,2.24,,,,,,,0.5693950177935942,0.43060498220640564,0.5366246310705661,,,,-0.279383269637086,-0.1467613813954037
2004-468,Estoril,Clay,32.0,250,O,2004-04-12,31.0,C514,5.0,,Juan Ignacio Chela,R,191.0,ARG,24.619,26.0,1090.0,S741,8.0,,Marat Safin,R,193.0,RUS,24.208,32.0,985.0,6-7(2) 6-3 6-3,3,F,144.0,0.0,7.0,110.0,70.0,52.0,12.0,15.0,5.0,8.0,5.0,0.0,84.0,40.0,24.0,22.0,15.0,2.0,8.0,2004,chela,safin,F,2004,Estoril Open,2.2,1.615,2.16,1.735,,,,,,,0.44544287548138634,0.5545571245186136,0.4233289646133682,,,,0.21910080829725118,0.30912240368965044
2004-468,Estoril,Clay,32.0,250,O,2004-04-12,30.0,S741,8.0,,Marat Safin,R,193.0,RUS,24.208,32.0,985.0,L439,,,Irakli Labadze,L,188.0,GEO,22.842,52.0,658.0,2-3 RET,3,SF,23.0,1.0,1.0,16.0,10.0,6.0,2.0,2.0,2.0,3.0,1.0,0.0,24.0,20.0,11.0,2.0,3.0,4.0,5.0,2004,safin,labadze,SF,2004,Estoril Open,1.286,3.5,1.274,4.15,,,,,,,0.7651179941002951,0.234882005899705,0.7312996239030507,,,,-1.1809467770926354,-1.0012263426799404
2004-468,Estoril,Clay,32.0,250,O,2004-04-12,29.0,C514,5.0,,Juan Ignacio Chela,R,191.0,ARG,24.619,26.0,1090.0,MB02,,Q,Florian Mayer,R,191.0,GER,20.52,121.0,337.0,6-3 6-3,3,SF,82.0,2.0,1.0,72.0,46.0,30.0,12.0,9.0,7.0,9.0,1.0,5.0,57.0,28.0,12.0,14.0,9.0,7.0,12.0,2004,chela,mayer,SF,2004,Estoril Open,1.4,2.75,1.5,2.77,,,,,,,0.648711943793911,0.351288056206089,0.6626506024096386,,,,-0.6133822120910827,-0.6751286750572671
2004-468,Estoril,Clay,32.0,250,O,2004-04-12,28.0,L439,,,Irakli Labadze,L,188.0,GEO,22.842,52.0,658.0,N409,,,Rafael Nadal,L,185.0,ESP,17.859,34.0,978.0,W/O,3,QF,,3.0,5.0,119.0,53.0,39.0,31.0,16.0,11.0,17.0,0.0,4.0,93.0,59.0,40.0,18.0,16.0,1.0,5.0,2004,labadze,nadal,QF,2004,Estoril Open,3.0,1.364,3.0,1.435,,,,,,,0.32356257046223225,0.6764374295377678,0.3125572868927589,,,,0.7374474394565254,0.7881907292468393
2004-468,Estoril,Clay,32.0,250,O,2004-04-12,27.0,S741,8.0,,Marat Safin,R,193.0,RUS,24.208,32.0,985.0,R419,4.0,,Tommy Robredo,R,180.0,ESP,21.949,20.0,1200.0,7-6(2) 2-6 7-6(5),3,QF,147.0,3.0,5.0,119.0,53.0,39.0,31.0,16.0,11.0,17.0,0.0,4.0,93.0,59.0,40.0,18.0,16.0,1.0,5.0,2004,safin,robredo,QF,2004,Estoril Open,1.571,2.25,1.704,2.24,,,,,,,0.5679513184584178,0.4320486815415821,0.5888510861031143,,,,-0.2734974374598245,-0.3592178569428447
2004-468,Estoril,Clay,32.0,250,O,2004-04-12,26.0,C514,5.0,,Juan Ignacio Chela,R,191.0,ARG,24.619,26.0,1090.0,P488,,,Olivier Patience,R,180.0,FRA,24.049,126.0,315.0,6-3 6-2,3,QF,80.0,1.0,1.0,46.0,20.0,16.0,15.0,8.0,2.0,3.0,1.0,5.0,72.0,45.0,24.0,11.0,9.0,6.0,11.0,2004,chela,patience,QF,2004,Estoril Open,1.222,4.0,1.286,4.0,,,,,,,0.7567158531971245,0.24328414680287552,0.7659900421294522,,,,-1.1347577353044629,-1.185805500370487
2004-468,Estoril,Clay,32.0,250,O,2004-04-12,25.0,MB02,,Q,Florian Mayer,R,191.0,GER,20.52,121.0,337.0,H528,,,Victor Hanescu,R,198.0,ROU,22.727,64.0,548.0,6-4 6-3,3,QF,78.0,2.0,0.0,63.0,28.0,19.0,21.0,9.0,2.0,3.0,2.0,0.0,73.0,46.0,26.0,13.0,10.0,5.0,9.0,2004,mayer,hanescu,QF,2004,Estoril Open,2.0,1.72,1.971,1.885,,,,,,,0.4888485477178423,0.5111514522821577,0.4623655913978494,,,,0.044613207270609,0.1508228897345837
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,44.0,S636,4.0,,Rainer Schuettler,R,180.0,GER,27.984,6.0,2270.0,L386,,Q,Jean-Rene Lisnard,R,173.0,MON,24.567,135.0,284.0,6-1 6-2,3,R32,66.0,3.0,0.0,49.0,33.0,24.0,11.0,8.0,2.0,2.0,1.0,2.0,42.0,20.0,9.0,10.0,7.0,4.0,8.0,2004,schuettler,lisnard,R2,2004,Monte Carlo Masters,1.444,2.625,1.5,2.77,,,,,,,0.648711943793911,0.351288056206089,0.6451216515114279,,,,-0.6133822120910827,-0.5976638555729527
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,43.0,H432,16.0,,Lleyton Hewitt,R,178.0,AUS,23.149,19.0,1265.0,G374,,,Gaston Gaudio,R,175.0,ARG,25.361,35.0,940.0,1-6 7-6(5) 6-1,3,R32,140.0,5.0,8.0,98.0,49.0,30.0,22.0,12.0,5.0,10.0,1.0,11.0,100.0,56.0,32.0,20.0,14.0,5.0,11.0,2004,hewitt,gaudio,R2,2004,Monte Carlo Masters,1.667,2.1,1.82,2.06,,,,,,,0.5309278350515463,0.4690721649484536,0.5574727900185825,,,,-0.12386948171278567,-0.23091174096072045
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,42.0,M655,9.0,,Nicolas Massu,R,183.0,CHI,24.526,11.0,1521.0,L397,,,Feliciano Lopez,L,188.0,ESP,22.579,24.0,1130.0,6-2 6-4,3,R32,101.0,3.0,6.0,60.0,34.0,24.0,16.0,9.0,2.0,3.0,6.0,3.0,72.0,42.0,28.0,12.0,9.0,6.0,10.0,2004,massu,lopez,R2,2004,Monte Carlo Masters,1.615,2.2,1.781,2.12,,,,,,,0.5434503973340169,0.45654960266598305,0.5766710353866317,,,,-0.17424108437639654,-0.3091224036896504
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,41.0,H336,6.0,,Tim Henman,R,185.0,GBR,29.618,7.0,2075.0,S677,,,David Sanchez,R,183.0,ESP,25.999,56.0,641.0,6-3 6-7(8) 6-3,3,R32,122.0,4.0,3.0,100.0,61.0,48.0,21.0,16.0,3.0,5.0,1.0,3.0,83.0,46.0,31.0,21.0,14.0,2.0,6.0,2004,henman,sanchez,R2,2004,Monte Carlo Masters,1.615,2.2,1.714,2.23,,,,,,,0.5654158215010142,0.43458417849898584,0.5766710353866317,,,,-0.26317176529643943,-0.3091224036896504
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,40.0,N301,7.0,,David Nalbandian,R,180.0,ARG,22.297,9.0,1890.0,M535,,,Felix Mantilla,R,180.0,ESP,29.572,40.0,898.0,6-0 5-7 7-6(4),3,R32,146.0,3.0,3.0,116.0,62.0,40.0,27.0,15.0,8.0,12.0,0.0,3.0,99.0,55.0,33.0,22.0,15.0,8.0,14.0,2004,nalbandian,mantilla,R2,2004,Monte Carlo Masters,1.4,2.75,1.403,3.15,,,,,,,0.6918515264660663,0.30814847353393365,0.6626506024096386,,,,-0.8087896517172178,-0.6751286750572671
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,35.0,C478,,,Agustin Calleri,R,183.0,ARG,27.595,21.0,1205.0,E140,,WC,Nicolas Escude,R,185.0,FRA,28.044,84.0,479.0,6-2 6-3,3,R32,68.0,1.0,1.0,41.0,24.0,20.0,11.0,8.0,2.0,3.0,3.0,4.0,63.0,33.0,22.0,10.0,9.0,8.0,13.0,2004,calleri,escude,R2,2004,Monte Carlo Masters,1.333,3.25,1.4,3.2,,,,,,,0.6956521739130435,0.3043478260869565,0.7091424830896792,,,,-0.826678573184468,-0.8912229551450745
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,38.0,P280,,,Andrei Pavel,R,183.0,ROU,30.226,33.0,959.0,B446,,,Jonas Bjorkman,R,183.0,SWE,32.074,27.0,1083.0,6-2 6-0,3,R32,68.0,1.0,1.0,46.0,24.0,18.0,15.0,7.0,3.0,3.0,0.0,4.0,60.0,27.0,12.0,14.0,7.0,7.0,12.0,2004,pavel,bjorkman,R2,2004,Monte Carlo Masters,1.333,3.25,1.308,3.79,,,,,,,0.7434287956061201,0.25657120439388,0.7091424830896792,,,,-1.063866766059328,-0.8912229551450745
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,37.0,C524,3.0,,Guillermo Coria,R,175.0,ARG,22.264,4.0,3230.0,K316,,,Nicolas Kiefer,R,183.0,GER,26.79,32.0,978.0,6-0 6-3,3,R32,75.0,2.0,2.0,39.0,26.0,24.0,6.0,7.0,1.0,1.0,0.0,4.0,68.0,28.0,20.0,12.0,8.0,8.0,13.0,2004,coria,kiefer,R2,2004,Monte Carlo Masters,1.1,6.5,1.103,8.25,,,,,,,0.8820699240885277,0.11793007591147227,0.8552631578947368,,,,-2.0121794600752243,-1.7764919970972666
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,36.0,M590,,,Alberto Martin,R,175.0,ESP,25.665,67.0,547.0,G379,8.0,,Sebastien Grosjean,R,175.0,FRA,25.892,10.0,1645.0,6-4 6-2,3,R32,93.0,1.0,3.0,77.0,51.0,34.0,15.0,9.0,10.0,11.0,3.0,0.0,53.0,19.0,14.0,16.0,9.0,6.0,10.0,2004,martin,grosjean,R2,2004,Monte Carlo Masters,2.375,1.533,2.77,1.5,,,,,,,0.351288056206089,0.648711943793911,0.3922722620266121,,,,0.6133822120910828,0.43777083759692753
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,34.0,S741,,,Marat Safin,R,193.0,RUS,24.227,25.0,1105.0,M595,,,Max Mirnyi,R,196.0,BLR,26.787,29.0,1035.0,6-4 6-3,3,R32,70.0,2.0,1.0,49.0,28.0,24.0,13.0,9.0,1.0,1.0,8.0,5.0,61.0,38.0,28.0,10.0,10.0,2.0,5.0,2004,safin,mirnyi,R2,2004,Monte Carlo Masters,1.444,2.625,1.476,2.82,,,,,,,0.6564245810055866,0.3435754189944134,0.6451216515114279,,,,-0.6474011587717415,-0.5976638555729527
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,46.0,C514,,,Juan Ignacio Chela,R,191.0,ARG,24.638,23.0,1140.0,H355,,,Tommy Haas,R,188.0,GER,26.045,145.0,265.0,6-4 1-6 6-3,3,R32,117.0,3.0,6.0,90.0,54.0,34.0,19.0,13.0,8.0,12.0,1.0,3.0,83.0,52.0,36.0,13.0,13.0,5.0,9.0,2004,chela,haas,R2,2004,Monte Carlo Masters,1.727,2.0,1.826,2.05,,,,,,,0.5288957688338494,0.4711042311661507,0.5366246310705661,,,,-0.11571201097753994,-0.1467613813954037
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,39.0,S424,,WC,Fabrice Santoro,R,178.0,FRA,31.359,76.0,513.0,D362,,,Taylor Dent,R,188.0,USA,22.987,34.0,955.0,6-3 6-2,3,R32,78.0,1.0,1.0,55.0,41.0,25.0,8.0,8.0,2.0,4.0,2.0,7.0,68.0,38.0,21.0,9.0,9.0,6.0,12.0,2004,santoro,dent,R2,2004,Monte Carlo Masters,1.833,1.833,1.862,2.0,,,,,,,0.5178663904712584,0.4821336095287415,0.5,,,,-0.07149600170506992,0.0
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,47.0,L360,,,Ivan Ljubicic,R,193.0,CRO,25.087,41.0,895.0,V232,14.0,,Martin Verkerk,R,196.0,NED,25.467,17.0,1340.0,6-3 6-2,3,R32,67.0,10.0,1.0,45.0,28.0,26.0,11.0,9.0,1.0,1.0,4.0,2.0,64.0,36.0,21.0,14.0,8.0,6.0,9.0,2004,ljubicic,verkerk,R2,2004,Monte Carlo Masters,1.667,2.1,1.676,2.31,,,,,,,0.5795283492222779,0.420471650777722,0.5574727900185825,,,,-0.320837522473811,-0.23091174096072045
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,58.0,C524,3.0,,Guillermo Coria,R,175.0,ARG,22.264,4.0,3230.0,N301,7.0,,David Nalbandian,R,180.0,ARG,22.297,9.0,1890.0,6-4 6-3,3,QF,84.0,0.0,2.0,57.0,45.0,30.0,6.0,10.0,1.0,3.0,1.0,0.0,61.0,38.0,24.0,9.0,9.0,3.0,7.0,2004,coria,nalbandian,QF,2004,Monte Carlo Masters,1.444,2.625,1.518,2.73,,,,,,,0.6426553672316385,0.3573446327683616,0.6451216515114279,,,,-0.5869079302234301,-0.5976638555729527
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,49.0,S741,,,Marat Safin,R,193.0,RUS,24.227,25.0,1105.0,A202,,LL,Wayne Arthurs,L,185.0,AUS,33.09,106.0,382.0,6-4 6-2,3,R16,68.0,1.0,1.0,48.0,32.0,25.0,12.0,9.0,2.0,2.0,8.0,7.0,61.0,37.0,25.0,10.0,9.0,5.0,8.0,2004,safin,arthurs,R3,2004,Monte Carlo Masters,1.143,5.0,1.177,5.15,,,,,,,0.8139718666034456,0.18602813339655447,0.8139345596614033,,,,-1.4760278863975052,-1.4757815276214268
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,50.0,M590,,,Alberto Martin,R,175.0,ESP,25.665,67.0,547.0,C478,,,Agustin Calleri,R,183.0,ARG,27.595,21.0,1205.0,6-3 3-6 7-6(1),3,R16,146.0,0.0,2.0,106.0,57.0,42.0,29.0,15.0,12.0,14.0,7.0,2.0,95.0,50.0,36.0,23.0,15.0,4.0,6.0,2004,martin,calleri,R3,2004,Monte Carlo Masters,2.5,1.5,2.7,1.526,,,,,,,0.36109796497870333,0.6389020350212968,0.375,,,,0.5706018401480182,0.5108256237659907
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,51.0,C524,3.0,,Guillermo Coria,R,175.0,ARG,22.264,4.0,3230.0,P280,,,Andrei Pavel,R,183.0,ROU,30.226,33.0,959.0,4-6 6-1 6-4,3,R16,120.0,1.0,4.0,79.0,56.0,43.0,9.0,14.0,2.0,5.0,0.0,1.0,77.0,43.0,31.0,12.0,13.0,3.0,8.0,2004,coria,pavel,R3,2004,Monte Carlo Masters,1.143,5.0,1.174,5.35,,,,,,,0.8200490496627836,0.17995095033721645,0.8139345596614033,,,,-1.5166798395020105,-1.4757815276214268
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,52.0,N301,7.0,,David Nalbandian,R,180.0,ARG,22.297,9.0,1890.0,S424,,WC,Fabrice Santoro,R,178.0,FRA,31.359,76.0,513.0,6-3 6-2,3,R16,80.0,1.0,4.0,54.0,31.0,24.0,10.0,9.0,2.0,4.0,0.0,1.0,64.0,34.0,21.0,8.0,8.0,9.0,14.0,2004,nalbandian,santoro,R3,2004,Monte Carlo Masters,1.222,4.0,1.25,4.35,,,,,,,0.7767857142857143,0.22321428571428575,0.7659900421294522,,,,-1.247032293786383,-1.185805500370487
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,53.0,H336,6.0,,Tim Henman,R,185.0,GBR,29.618,7.0,2075.0,M655,9.0,,Nicolas Massu,R,183.0,CHI,24.526,11.0,1521.0,3-6 6-4 6-3,3,R16,126.0,5.0,5.0,88.0,50.0,34.0,18.0,14.0,4.0,9.0,1.0,3.0,82.0,45.0,26.0,16.0,14.0,5.0,11.0,2004,henman,massu,R3,2004,Monte Carlo Masters,1.833,1.833,2.05,1.826,,,,,,,0.4711042311661507,0.5288957688338494,0.5,,,,0.1157120109775399,0.0
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,54.0,S636,4.0,,Rainer Schuettler,R,180.0,GER,27.984,6.0,2270.0,H432,16.0,,Lleyton Hewitt,R,178.0,AUS,23.149,19.0,1265.0,6-4 3-6 6-4,3,R16,144.0,6.0,4.0,105.0,55.0,35.0,25.0,15.0,17.0,22.0,1.0,8.0,92.0,46.0,28.0,21.0,14.0,10.0,15.0,2004,schuettler,hewitt,R3,2004,Monte Carlo Masters,2.375,1.533,2.39,1.641,,,,,,,0.40709501364425704,0.5929049863557431,0.3922722620266121,,,,0.37598755383546545,0.43777083759692753
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,55.0,M605,5.0,,Carlos Moya,R,191.0,ESP,27.644,8.0,2020.0,C514,,,Juan Ignacio Chela,R,191.0,ARG,24.638,23.0,1140.0,6-4 7-6(4),3,R16,109.0,1.0,3.0,80.0,37.0,27.0,25.0,11.0,4.0,6.0,1.0,5.0,83.0,49.0,35.0,13.0,11.0,1.0,4.0,2004,moya,chela,R3,2004,Monte Carlo Masters,1.5,2.5,1.5,2.77,,,,,,,0.648711943793911,0.351288056206089,0.625,,,,-0.6133822120910827,-0.5108256237659907
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,56.0,D402,,,Nikolay Davydenko,R,178.0,RUS,22.88,69.0,540.0,L360,,,Ivan Ljubicic,R,193.0,CRO,25.087,41.0,895.0,6-2 6-2,3,R16,87.0,1.0,1.0,49.0,36.0,27.0,8.0,8.0,4.0,5.0,2.0,0.0,63.0,36.0,21.0,9.0,8.0,5.0,10.0,2004,davydenko,ljubicic,R3,2004,Monte Carlo Masters,2.1,1.667,2.3,1.68,,,,,,,0.42211055276381915,0.5778894472361809,0.44252720998141765,,,,0.3141153295199365,0.23091174096072042
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,57.0,S741,,,Marat Safin,R,193.0,RUS,24.227,25.0,1105.0,M590,,,Alberto Martin,R,175.0,ESP,25.665,67.0,547.0,6-3 3-6 6-1,3,QF,107.0,3.0,1.0,82.0,44.0,31.0,23.0,13.0,1.0,3.0,0.0,5.0,78.0,52.0,32.0,12.0,12.0,5.0,9.0,2004,safin,martin,QF,2004,Monte Carlo Masters,1.222,4.0,1.294,3.9,,,,,,,0.7508663842895648,0.24913361571043516,0.7659900421294522,,,,-1.1032383570568918,-1.185805500370487
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,63.0,C524,3.0,,Guillermo Coria,R,175.0,ARG,22.264,4.0,3230.0,S636,4.0,,Rainer Schuettler,R,180.0,GER,27.984,6.0,2270.0,6-2 6-1 6-3,5,F,121.0,2.0,3.0,69.0,45.0,33.0,17.0,12.0,6.0,7.0,0.0,1.0,84.0,45.0,20.0,19.0,12.0,3.0,10.0,2004,coria,schuettler,F,2004,Monte Carlo Masters,1.286,3.75,1.277,4.05,,,,,,,0.7602778299230336,0.23972217007696642,0.7446386020651311,,,,-1.1542033040680457,-1.0702192141668918
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,59.0,S636,4.0,,Rainer Schuettler,R,180.0,GER,27.984,6.0,2270.0,H336,6.0,,Tim Henman,R,185.0,GBR,29.618,7.0,2075.0,6-3 6-1,3,QF,63.0,2.0,0.0,40.0,20.0,17.0,15.0,8.0,0.0,0.0,1.0,3.0,54.0,26.0,16.0,12.0,8.0,5.0,9.0,2004,schuettler,henman,QF,2004,Monte Carlo Masters,1.909,1.8,1.885,1.971,,,,,,,0.5111514522821577,0.4888485477178423,0.4853060124022647,,,,-0.044613207270609065,0.05879287984149148
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,60.0,M605,5.0,,Carlos Moya,R,191.0,ESP,27.644,8.0,2020.0,D402,,,Nikolay Davydenko,R,178.0,RUS,22.88,69.0,540.0,6-4 7-6(4),3,QF,104.0,2.0,0.0,76.0,54.0,40.0,13.0,11.0,2.0,3.0,0.0,2.0,82.0,56.0,38.0,13.0,11.0,4.0,6.0,2004,moya,davydenko,QF,2004,Monte Carlo Masters,1.25,3.75,1.308,3.75,,,,,,,0.741399762752076,0.2586002372479241,0.75,,,,-1.0532565869473125,-1.0986122886681098
2004-410,Monte Carlo Masters,Clay,64.0,M,O,2004-04-19,61.0,C524,3.0,,Guillermo Coria,R,175.0,ARG,22.264,4.0,3230.0,S741,,,Marat Safin,R,193.0,RUS,24.227,25.0,1105.0,6-4 1-6 6-3,3,SF,111.0,0.0,6.0,82.0,56.0,39.0,13.0,13.0,3.0,5.0,6.0,3.0,69.0,37.0,31.0,16.0,13.0,2.0,4.0,2004,coria,safin,SF,2004,Monte Carlo Masters,1.444,2.625,1.392,3.3,,,,,,,0.7033248081841432,0.2966751918158568,0.6451216515114279,,,,-0.8631809065602066,-0.5976638555729527
