tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,year,wl,ll,rnd,_yr,Tournament,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL,pin_prob_w,pin_prob_l,b365_prob_w,max_prob_w,avg_prob_w,odds_consensus_w,pin_log_odds,b365_log_odds
2004-360,Casablanca,Clay,32.0,250,O,2004-05-17,30.0,V251,,Q,Santiago Ventura,R,183.0,ESP,24.364,316.0,104.0,R336,,,Christophe Rochus,R,170.0,BEL,25.421,133.0,295.0,6-1 1-6 6-2,3,SF,96.0,2.0,2.0,77.0,41.0,27.0,18.0,11.0,6.0,9.0,1.0,2.0,69.0,35.0,20.0,16.0,11.0,2.0,7.0,2004,ventura,rochus,SF,2004,Grand Prix Hassan II,2.75,1.4,3.1,1.417,,,,,,,0.31370378569847246,0.6862962143015275,0.3373493975903614,,,,0.7828601507825571,0.675128675057267
2004-360,Casablanca,Clay,32.0,250,O,2004-05-17,26.0,B747,,,Julien Benneteau,R,185.0,FRA,22.407,109.0,373.0,A356,7.0,,Thierry Ascione,R,188.0,FRA,23.329,91.0,442.0,6-3 6-4,3,QF,75.0,2.0,0.0,59.0,39.0,28.0,13.0,9.0,5.0,5.0,2.0,6.0,65.0,38.0,27.0,12.0,10.0,4.0,7.0,2004,benneteau,ascione,QF,2004,Grand Prix Hassan II,2.2,1.615,2.43,1.613,,,,,,,0.3989611674499134,0.6010388325500865,0.4233289646133682,,,,0.40979545820938534,0.30912240368965044
2004-360,Casablanca,Clay,32.0,250,O,2004-05-17,25.0,H377,1.0,,Dominik Hrbaty,R,180.0,SVK,26.366,32.0,1022.0,H472,8.0,,Oscar Hernandez,R,180.0,ESP,26.103,90.0,453.0,6-3 6-0,3,QF,56.0,0.0,2.0,53.0,29.0,25.0,12.0,8.0,3.0,3.0,0.0,1.0,41.0,19.0,10.0,8.0,7.0,2.0,6.0,2004,hrbaty,hernandez,QF,2004,Grand Prix Hassan II,1.444,2.625,1.435,3.0,,,,,,,0.6764374295377678,0.32356257046223225,0.6451216515114279,,,,-0.7374474394565252,-0.5976638555729527
2004-360,Casablanca,Clay,32.0,250,O,2004-05-17,29.0,H377,1.0,,Dominik Hrbaty,R,180.0,SVK,26.366,32.0,1022.0,B747,,,Julien Benneteau,R,185.0,FRA,22.407,109.0,373.0,6-2 6-2,3,SF,61.0,7.0,2.0,54.0,34.0,27.0,9.0,8.0,4.0,4.0,2.0,7.0,64.0,36.0,21.0,10.0,8.0,7.0,11.0,2004,hrbaty,benneteau,SF,2004,Grand Prix Hassan II,1.4,2.75,1.37,3.3,,,,,,,0.7066381156316917,0.2933618843683084,0.6626506024096386,,,,-0.8791117286324008,-0.6751286750572671
2004-306,St. Poelten,Clay,32.0,250,O,2004-05-17,31.0,V254,8.0,,Filippo Volandri,R,183.0,ITA,22.697,61.0,614.0,M680,,Q,Xavier Malisse,R,185.0,BEL,23.828,65.0,585.0,6-1 6-4,3,F,75.0,0.0,1.0,68.0,54.0,28.0,8.0,8.0,6.0,9.0,0.0,0.0,48.0,25.0,9.0,10.0,9.0,0.0,7.0,2004,volandri,malisse,F,2004,Internationaler Raiffeisen Grand Prix,1.5,2.5,1.578,2.53,,,,,,,0.6158714703018501,0.38412852969815003,0.625,,,,-0.4720610803157463,-0.5108256237659907
2004-306,St. Poelten,Clay,32.0,250,O,2004-05-17,30.0,M680,,Q,Xavier Malisse,R,185.0,BEL,23.828,65.0,585.0,M762,,,Jurgen Melzer,L,183.0,AUT,22.987,55.0,682.0,3-6 6-3 6-3,3,SF,114.0,2.0,6.0,82.0,52.0,38.0,13.0,13.0,5.0,8.0,3.0,3.0,95.0,56.0,36.0,15.0,14.0,2.0,7.0,2004,malisse,melzer,SF,2004,Internationaler Raiffeisen Grand Prix,2.5,1.5,2.55,1.575,,,,,,,0.3818181818181819,0.6181818181818182,0.375,,,,0.4818380868927384,0.5108256237659907
2004-306,St. Poelten,Clay,32.0,250,O,2004-05-17,29.0,V254,8.0,,Filippo Volandri,R,183.0,ITA,22.697,61.0,614.0,S677,6.0,,David Sanchez,R,183.0,ESP,26.075,54.0,691.0,6-1 4-6 6-4,3,SF,119.0,0.0,0.0,99.0,79.0,45.0,6.0,14.0,9.0,15.0,1.0,2.0,75.0,38.0,21.0,14.0,13.0,3.0,11.0,2004,volandri,sanchez,SF,2004,Internationaler Raiffeisen Grand Prix,1.727,2.0,1.752,2.15,,,,,,,0.5509994874423373,0.4490005125576627,0.5366246310705661,,,,-0.20470984962537161,-0.1467613813954037
2004-306,St. Poelten,Clay,32.0,250,O,2004-05-17,27.0,M762,,,Jurgen Melzer,L,183.0,AUT,22.987,55.0,682.0,R397,,,Olivier Rochus,R,168.0,BEL,23.326,73.0,529.0,4-6 7-6(5) 6-2,3,QF,134.0,18.0,3.0,84.0,50.0,43.0,16.0,15.0,1.0,4.0,2.0,8.0,124.0,74.0,49.0,22.0,15.0,14.0,18.0,2004,melzer,rochus,QF,2004,Internationaler Raiffeisen Grand Prix,1.5,2.5,1.621,2.41,,,,,,,0.5978665343587201,0.4021334656412801,0.625,,,,-0.39658350474902465,-0.5108256237659907
2004-306,St. Poelten,Clay,32.0,250,O,2004-05-17,26.0,S677,6.0,,David Sanchez,R,183.0,ESP,26.075,54.0,691.0,D402,3.0,,Nikolay Davydenko,R,178.0,RUS,22.957,50.0,755.0,3-6 6-1 RET,3,QF,78.0,4.0,3.0,60.0,29.0,21.0,16.0,8.0,3.0,4.0,1.0,3.0,46.0,32.0,24.0,5.0,8.0,0.0,2.0,2004,sanchez,davydenko,QF,2004,Internationaler Raiffeisen Grand Prix,2.25,1.571,2.5,1.588,,,,,,,0.388454011741683,0.611545988258317,0.41114891389688557,,,,0.4538153690492111,0.35921785694284475
2004-306,St. Poelten,Clay,32.0,250,O,2004-05-17,25.0,V254,8.0,,Filippo Volandri,R,183.0,ITA,22.697,61.0,614.0,H528,,,Victor Hanescu,R,198.0,ROU,22.823,70.0,545.0,6-4 6-3,3,QF,68.0,0.0,3.0,53.0,41.0,31.0,5.0,9.0,3.0,4.0,2.0,2.0,61.0,39.0,24.0,9.0,10.0,2.0,6.0,2004,volandri,hanescu,QF,2004,Internationaler Raiffeisen Grand Prix,1.667,2.1,1.735,2.16,,,,,,,0.5545571245186136,0.44544287548138634,0.5574727900185825,,,,-0.21910080829725118,-0.23091174096072045
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,77.0,H432,12.0,,Lleyton Hewitt,R,178.0,AUS,23.244,12.0,1525.0,M762,,,Jurgen Melzer,L,183.0,AUT,23.006,51.0,752.0,6-4 6-4 4-6 6-2,5,R64,164.0,10.0,8.0,114.0,59.0,45.0,27.0,19.0,6.0,10.0,7.0,7.0,136.0,73.0,48.0,27.0,19.0,5.0,12.0,2004,hewitt,melzer,R1,2004,Wimbledon,1.083,7.0,1.148,6.25,,,,,,,0.8448229251148959,0.15517707488510407,0.8660150934059138,,,,-1.6945601658509355,-1.8661751810364597
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,127.0,G374,,,Gaston Gaudio,R,175.0,ARG,25.457,44.0,780.0,C524,3.0,,Guillermo Coria,R,175.0,ARG,22.36,3.0,3490.0,0-6 3-6 6-4 6-1 8-6,5,F,211.0,2.0,9.0,149.0,99.0,57.0,23.0,23.0,12.0,23.0,5.0,6.0,136.0,89.0,46.0,22.0,23.0,4.0,15.0,2004,gaudio,coria,F,2004,French Open,4.0,1.25,3.65,1.323,,,,,,,0.26603659762718684,0.7339634023728133,0.23809523809523808,,,,1.0148252824615815,1.1631508098056809
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,126.0,C524,3.0,,Guillermo Coria,R,175.0,ARG,22.36,3.0,3490.0,H336,9.0,,Tim Henman,R,185.0,GBR,29.714,9.0,2170.0,3-6 6-4 6-0 7-5,5,SF,167.0,0.0,4.0,114.0,79.0,49.0,17.0,18.0,6.0,11.0,2.0,5.0,116.0,59.0,38.0,21.0,19.0,4.0,13.0,2004,coria,henman,SF,2004,French Open,1.143,5.0,1.16,5.85,,,,,,,0.8345221112696148,0.16547788873038516,0.8139345596614033,,,,-1.6180216561254919,-1.4757815276214268
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,125.0,G374,,,Gaston Gaudio,R,175.0,ARG,25.457,44.0,780.0,N301,8.0,,David Nalbandian,R,180.0,ARG,22.393,8.0,2210.0,6-3 7-6(5) 6-0,5,SF,146.0,1.0,1.0,82.0,42.0,27.0,22.0,13.0,5.0,9.0,2.0,5.0,114.0,74.0,37.0,15.0,14.0,7.0,16.0,2004,gaudio,nalbandian,SF,2004,French Open,2.375,1.533,2.54,1.575,,,,,,,0.3827460510328068,0.6172539489671932,0.3922722620266121,,,,0.47790880875284886,0.43777083759692753
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,124.0,H336,9.0,,Tim Henman,R,185.0,GBR,29.714,9.0,2170.0,C514,22.0,,Juan Ignacio Chela,R,191.0,ARG,24.734,23.0,1145.0,6-2 6-4 6-4,5,QF,110.0,3.0,2.0,87.0,52.0,38.0,21.0,14.0,4.0,5.0,3.0,2.0,78.0,50.0,33.0,14.0,14.0,4.0,9.0,2004,henman,chela,QF,2004,French Open,2.75,1.444,3.16,1.408,,,,,,,0.308231173380035,0.691768826619965,0.34430138292799234,,,,0.8084017698629702,0.6441838712078455
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,123.0,C524,3.0,,Guillermo Coria,R,175.0,ARG,22.36,3.0,3490.0,M605,5.0,,Carlos Moya,R,191.0,ESP,27.74,5.0,2460.0,7-5 7-6(3) 6-3,5,QF,145.0,2.0,5.0,98.0,72.0,49.0,13.0,16.0,2.0,6.0,3.0,5.0,115.0,54.0,38.0,22.0,17.0,3.0,10.0,2004,coria,moya,QF,2004,French Open,1.444,2.75,1.529,2.69,,,,,,,0.6375918464091016,0.3624081535908983,0.6556986170720076,,,,-0.5649272666668226,-0.6441838712078455
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,122.0,G374,,,Gaston Gaudio,R,175.0,ARG,25.457,44.0,780.0,H432,12.0,,Lleyton Hewitt,R,178.0,AUS,23.244,12.0,1525.0,6-3 6-2 6-2,5,QF,116.0,1.0,1.0,73.0,39.0,23.0,24.0,13.0,1.0,3.0,2.0,5.0,85.0,45.0,23.0,16.0,12.0,7.0,14.0,2004,gaudio,hewitt,QF,2004,French Open,2.1,1.727,2.1,1.794,,,,,,,0.46070878274268107,0.539291217257319,0.45126731120982494,,,,0.15748958109277303,0.19555154556483573
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,121.0,N301,8.0,,David Nalbandian,R,180.0,ARG,22.393,8.0,2210.0,K293,28.0,,Gustavo Kuerten,R,191.0,BRA,27.702,30.0,1065.0,6-2 3-6 6-4 7-6(6),5,QF,188.0,5.0,7.0,121.0,72.0,47.0,26.0,19.0,7.0,13.0,9.0,3.0,133.0,71.0,48.0,26.0,20.0,7.0,15.0,2004,nalbandian,kuerten,QF,2004,French Open,1.8,2.0,1.877,1.98,,,,,,,0.5133523463831993,0.4866476536168006,0.5263157894736842,,,,-0.053422087102072045,-0.10536051565782628
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,104.0,M680,,,Xavier Malisse,R,185.0,BEL,23.847,54.0,705.0,C378,26.0,,Albert Costa,R,180.0,ESP,28.914,29.0,1065.0,6-4 2-6 4-6 7-6(4) 8-6,5,R32,261.0,12.0,2.0,161.0,86.0,54.0,33.0,27.0,8.0,19.0,2.0,8.0,172.0,100.0,64.0,33.0,27.0,7.0,17.0,2004,malisse,costa,R2,2004,NASDAQ-100 Open,1.72,2.0,1.943,1.909,,,,,,,0.4955867082035307,0.5044132917964693,0.5376344086021505,,,,0.017653625651692453,-0.15082288973458366
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,100.0,N301,8.0,,David Nalbandian,R,180.0,ARG,22.393,8.0,2210.0,K310,,,Stefan Koubek,L,175.0,AUT,27.389,96.0,407.0,6-7(1) 6-3 7-6(1) 7-5,5,R32,189.0,6.0,8.0,146.0,84.0,59.0,31.0,23.0,9.0,15.0,1.0,8.0,141.0,88.0,60.0,19.0,22.0,10.0,18.0,2004,nalbandian,koubek,R2,2004,CA Tennis Trophy,1.5,2.5,1.662,2.31,,,,,,,0.581570996978852,0.418429003021148,0.625,,,,-0.32922582810044587,-0.5108256237659907
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,64.0,R485,2.0,,Andy Roddick,R,188.0,USA,21.733,2.0,4665.0,M442,,,Todd Martin,R,198.0,USA,33.878,63.0,589.0,7-6(5) 6-4 7-5,5,R128,120.0,14.0,1.0,111.0,70.0,51.0,27.0,17.0,5.0,6.0,13.0,3.0,104.0,63.0,47.0,24.0,17.0,3.0,6.0,2004,roddick,martin,R1,2004,Kroger St. Jude,1.143,5.0,1.161,5.45,,,,,,,0.8243836030857661,0.17561639691423384,0.8139345596614033,,,,-1.5463339059593983,-1.4757815276214268
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,62.0,L439,,,Irakli Labadze,L,188.0,GEO,22.957,50.0,757.0,J194,,,Joachim Johansson,R,198.0,SWE,21.897,48.0,769.0,7-5 7-6(5) 7-5,5,R128,178.0,5.0,5.0,117.0,86.0,63.0,16.0,18.0,3.0,5.0,7.0,10.0,137.0,85.0,57.0,22.0,18.0,9.0,13.0,2004,labadze,johansson,R1,2004,French Open,,,1.392,3.2,,,,,,,0.6968641114982579,0.30313588850174217,,,,,-0.832409247893453,
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,28.0,V232,19.0,,Martin Verkerk,R,196.0,NED,25.563,19.0,1295.0,B599,,WC,Julien Boutter,R,191.0,FRA,30.136,492.0,46.0,7-5 6-3 6-1,5,R128,112.0,11.0,3.0,79.0,51.0,38.0,22.0,14.0,3.0,3.0,4.0,6.0,92.0,47.0,34.0,17.0,14.0,5.0,10.0,2004,verkerk,boutter,R1,2004,French Open,1.143,5.0,1.215,4.85,,,,,,,0.7996702390766693,0.2003297609233306,0.8139345596614033,,,,-1.3842346281568798,-1.4757815276214268
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,27.0,H528,,,Victor Hanescu,R,198.0,ROU,22.842,66.0,577.0,L386,,WC,Jean-Rene Lisnard,R,173.0,MON,24.663,132.0,304.0,7-5 6-2 6-4,5,R128,129.0,3.0,2.0,100.0,73.0,48.0,14.0,15.0,4.0,7.0,4.0,5.0,103.0,62.0,37.0,17.0,15.0,6.0,13.0,2004,hanescu,lisnard,R1,2004,French Open,1.25,3.75,1.308,3.75,,,,,,,0.741399762752076,0.2586002372479241,0.75,,,,-1.0532565869473125,-1.0986122886681098
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,26.0,M762,,,Jurgen Melzer,L,183.0,AUT,23.006,51.0,752.0,F196,,,Wayne Ferreira,R,185.0,RSA,32.69,68.0,560.0,6-7(4) 6-2 6-4 6-3,5,R128,156.0,8.0,4.0,123.0,70.0,57.0,27.0,19.0,7.0,9.0,5.0,8.0,144.0,76.0,47.0,34.0,20.0,6.0,13.0,2004,melzer,ferreira,R1,2004,French Open,1.286,3.5,1.282,4.0,,,,,,,0.7572889057175313,0.24271109428246876,0.7312996239030507,,,,-1.1378730026214123,-1.0012263426799404
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,24.0,N254,14.0,,Jiri Novak,R,191.0,CZE,29.175,14.0,1425.0,D272,,,Antony Dupuis,R,185.0,FRA,31.244,83.0,485.0,6-4 6-4 6-7(4) 6-3,5,R128,192.0,18.0,2.0,139.0,86.0,62.0,25.0,21.0,8.0,12.0,6.0,5.0,129.0,65.0,42.0,33.0,20.0,2.0,9.0,2004,novak,dupuis,R1,2004,French Open,1.143,5.0,1.143,6.35,,,,,,,0.8474576271186441,0.15254237288135594,0.8139345596614033,,,,-1.7147984280919266,-1.4757815276214268
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,23.0,G374,,,Gaston Gaudio,R,175.0,ARG,25.457,44.0,780.0,C433,,,Guillermo Canas,R,185.0,ARG,26.494,72.0,544.0,6-2 2-6 4-6 6-3 6-2,5,R128,219.0,1.0,5.0,151.0,103.0,62.0,21.0,22.0,6.0,14.0,0.0,4.0,146.0,87.0,52.0,25.0,21.0,9.0,19.0,2004,gaudio,canas,R1,2004,French Open,1.571,2.25,1.588,2.5,,,,,,,0.611545988258317,0.388454011741683,0.5888510861031143,,,,-0.4538153690492111,-0.3592178569428447
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,22.0,E113,,,Thomas Enqvist,R,191.0,SWE,30.198,65.0,578.0,C328,,,Kenneth Carlsen,L,191.0,DEN,31.102,105.0,388.0,6-2 6-3 6-4,5,R128,121.0,8.0,1.0,81.0,40.0,34.0,21.0,14.0,5.0,7.0,11.0,5.0,90.0,42.0,27.0,19.0,13.0,5.0,11.0,2004,enqvist,carlsen,R1,2004,French Open,1.364,3.0,1.299,3.8,,,,,,,0.7452441655226515,0.25475583447734845,0.687442713107241,,,,-1.0734063290438776,-0.7881907292468392
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,21.0,B446,24.0,,Jonas Bjorkman,R,183.0,SWE,32.17,26.0,1110.0,D362,,,Taylor Dent,R,188.0,USA,23.083,35.0,985.0,6-3 2-6 6-3 3-6 6-2,5,R128,181.0,6.0,6.0,153.0,85.0,52.0,33.0,22.0,16.0,25.0,5.0,9.0,128.0,87.0,51.0,12.0,21.0,5.0,15.0,2004,bjorkman,dent,R1,2004,French Open,1.615,2.2,1.552,2.61,,,,,,,0.6271023546371935,0.37289764536280634,0.5766710353866317,,,,-0.519805799573575,-0.3091224036896504
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,20.0,B747,,,Julien Benneteau,R,185.0,FRA,22.426,92.0,447.0,M595,29.0,,Max Mirnyi,R,196.0,BLR,26.883,31.0,1045.0,7-5 7-5 1-6 6-3,5,R128,166.0,9.0,3.0,123.0,86.0,59.0,20.0,20.0,6.0,10.0,7.0,11.0,123.0,79.0,59.0,17.0,20.0,6.0,11.0,2004,benneteau,mirnyi,R1,2004,French Open,2.375,1.533,2.25,1.69,,,,,,,0.4289340101522842,0.5710659898477157,0.3922722620266121,,,,0.28620168728134676,0.43777083759692753
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,19.0,F401,,,David Ferrer,R,175.0,ESP,22.144,52.0,749.0,R397,,,Olivier Rochus,R,168.0,BEL,23.346,70.0,554.0,6-1 6-1 6-3,5,R128,91.0,5.0,0.0,75.0,53.0,36.0,15.0,11.0,6.0,7.0,0.0,3.0,66.0,41.0,21.0,9.0,12.0,5.0,13.0,2004,ferrer,rochus,R1,2004,French Open,1.5,2.5,1.526,2.7,,,,,,,0.6389020350212968,0.36109796497870333,0.625,,,,-0.5706018401480183,-0.5108256237659907
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,18.0,A511,,,Igor Andreev,R,185.0,RUS,20.862,77.0,504.0,V220,,,Jan Vacek,R,198.0,CZE,28.038,108.0,375.0,6-3 6-1 6-4,5,R128,105.0,2.0,4.0,77.0,50.0,36.0,16.0,13.0,6.0,8.0,3.0,8.0,91.0,56.0,32.0,11.0,13.0,7.0,14.0,2004,andreev,vacek,R1,2004,French Open,1.333,3.25,1.299,3.85,,,,,,,0.7477180034958244,0.25228199650417554,0.7091424830896792,,,,-1.0864784106112304,-0.8912229551450745
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,17.0,F316,4.0,,Juan Carlos Ferrero,R,183.0,ESP,24.279,4.0,3475.0,H355,,,Tommy Haas,R,188.0,GER,26.141,115.0,355.0,3-6 6-4 6-4 6-2,5,R128,166.0,3.0,6.0,115.0,75.0,54.0,21.0,18.0,8.0,11.0,4.0,10.0,126.0,59.0,39.0,33.0,19.0,7.0,13.0,2004,ferrero,haas,R1,2004,French Open,1.364,3.0,1.649,2.34,,,,,,,0.5866131862622211,0.41338681373777897,0.687442713107241,,,,-0.3499818857921481,-0.7881907292468392
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,16.0,N301,8.0,,David Nalbandian,R,180.0,ARG,22.393,8.0,2210.0,G628,,,Richard Gasquet,R,183.0,FRA,17.933,106.0,383.0,6-4 7-5 7-6(1),5,R128,151.0,7.0,1.0,102.0,51.0,34.0,31.0,17.0,2.0,6.0,7.0,11.0,121.0,51.0,38.0,24.0,17.0,6.0,12.0,2004,nalbandian,gasquet,R1,2004,French Open,1.1,6.0,1.167,5.5,,,,,,,0.8249587520623968,0.17504124793760312,0.8450704225352113,,,,-1.5503117389340062,-1.69644928942373
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,29.0,C378,26.0,,Albert Costa,R,180.0,ESP,28.914,29.0,1065.0,S876,,,Flavio Saretta,R,183.0,BRA,23.904,56.0,686.0,6-2 6-2 6-7(2) 6-4,5,R128,187.0,2.0,1.0,107.0,64.0,45.0,22.0,19.0,1.0,5.0,8.0,4.0,112.0,56.0,37.0,25.0,19.0,3.0,12.0,2004,costa,saretta,R1,2004,French Open,1.4,2.75,1.408,3.1,,,,,,,0.6876663708961845,0.3123336291038154,0.6626506024096386,,,,-0.78923185375525,-0.6751286750572671
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,15.0,F444,,Q,Alejandro Falla,L,185.0,COL,20.526,146.0,276.0,P491,,,Kristian Pless,R,188.0,DEN,23.285,846.0,11.0,6-2 4-6 6-1 6-2,5,R128,109.0,5.0,3.0,110.0,72.0,47.0,20.0,17.0,9.0,13.0,3.0,15.0,98.0,50.0,26.0,18.0,16.0,5.0,14.0,2004,falla,pless,R1,2004,French Open,1.14,5.0,1.174,5.25,,,,,,,0.8172478206724783,0.18275217932752177,0.8143322475570033,,,,-1.4978113551976278,-1.4784096500276964
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,13.0,L360,25.0,,Ivan Ljubicic,R,193.0,CRO,25.183,27.0,1080.0,A226,,,Hicham Arazi,L,175.0,MAR,30.595,37.0,890.0,6-7(3) 6-4 6-7(2) 6-3 6-3,5,R128,222.0,22.0,7.0,172.0,106.0,84.0,28.0,26.0,7.0,10.0,8.0,1.0,170.0,113.0,76.0,30.0,26.0,6.0,13.0,2004,ljubicic,arazi,R1,2004,French Open,1.444,2.625,1.538,2.66,,,,,,,0.6336350643163411,0.3663649356836589,0.6451216515114279,,,,-0.5478432517101555,-0.5976638555729527
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,12.0,S741,20.0,,Marat Safin,R,193.0,RUS,24.323,20.0,1270.0,C478,,,Agustin Calleri,R,183.0,ARG,27.691,42.0,795.0,5-7 6-1 4-1 RET,5,R128,102.0,9.0,1.0,79.0,41.0,34.0,17.0,12.0,5.0,7.0,3.0,7.0,77.0,36.0,23.0,17.0,12.0,8.0,13.0,2004,safin,calleri,R1,2004,French Open,1.4,2.75,1.465,2.85,,,,,,,0.660486674391657,0.339513325608343,0.6626506024096386,,,,-0.6654637518115284,-0.6751286750572671
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,11.0,M535,,,Felix Mantilla,R,180.0,ESP,29.667,93.0,428.0,S564,,LL,Jeff Salzenstein,L,185.0,USA,30.609,102.0,393.0,6-4 6-1 6-7(6) 6-2,5,R128,154.0,3.0,3.0,110.0,61.0,45.0,28.0,18.0,5.0,8.0,15.0,7.0,156.0,89.0,55.0,27.0,19.0,22.0,31.0,2004,mantilla,salzenstein,R1,2004,French Open,1.111,6.0,1.143,6.35,,,,,,,0.8474576271186441,0.15254237288135594,0.8437631837997468,,,,-1.7147984280919266,-1.686498958570562
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,9.0,G379,10.0,,Sebastien Grosjean,R,175.0,FRA,25.988,10.0,1665.0,K358,,Q,Kevin Kim,R,180.0,USA,25.829,208.0,184.0,6-1 6-1 6-4,5,R128,106.0,3.0,0.0,78.0,48.0,34.0,16.0,12.0,4.0,6.0,0.0,1.0,73.0,46.0,23.0,8.0,12.0,2.0,10.0,2004,grosjean,kim,R1,2004,French Open,1.083,7.0,1.105,8.0,,,,,,,0.8786381109280617,0.12136188907193851,0.8660150934059138,,,,-1.9795962067101198,-1.8661751810364597
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,7.0,P488,,WC,Olivier Patience,R,180.0,FRA,24.164,99.0,402.0,V254,,,Filippo Volandri,R,183.0,ITA,22.716,47.0,774.0,6-3 7-6(5) 6-0,5,R128,105.0,5.0,2.0,91.0,50.0,37.0,22.0,14.0,7.0,10.0,0.0,2.0,90.0,67.0,36.0,10.0,13.0,6.0,13.0,2004,patience,volandri,R1,2004,French Open,3.75,1.25,4.25,1.26,,,,,,,0.22867513611615248,0.7713248638838476,0.25,,,,1.2158072619729388,1.0986122886681098
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,6.0,K237,,,Karol Kucera,R,185.0,SVK,30.223,71.0,549.0,K336,,,Ivo Karlovic,R,211.0,CRO,25.235,59.0,638.0,7-6(4) 6-4 6-4,5,R128,111.0,1.0,5.0,86.0,63.0,56.0,14.0,16.0,3.0,3.0,14.0,5.0,91.0,48.0,38.0,22.0,16.0,2.0,4.0,2004,kucera,karlovic,R1,2004,French Open,2.25,1.571,2.46,1.602,,,,,,,0.39438700147710487,0.6056129985228951,0.41114891389688557,,,,0.42890850129810393,0.35921785694284475
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,5.0,L397,23.0,,Feliciano Lopez,L,188.0,ESP,22.675,25.0,1115.0,L290,,,Nicolas Lapentti,R,188.0,ECU,27.778,62.0,601.0,5-7 6-4 6-4 6-4,5,R128,177.0,13.0,8.0,121.0,60.0,47.0,30.0,21.0,6.0,11.0,7.0,5.0,126.0,83.0,60.0,15.0,21.0,4.0,11.0,2004,lopez,lapentti,R1,2004,French Open,1.727,2.0,1.855,1.971,,,,,,,0.5151594354417145,0.4848405645582854,0.5366246310705661,,,,-0.06065633211118469,-0.1467613813954037
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,4.0,K293,28.0,,Gustavo Kuerten,R,191.0,BRA,27.702,30.0,1065.0,A479,,Q,Nicolas Almagro,R,183.0,ESP,18.757,130.0,311.0,7-5 7-6(2) 1-6 3-6 7-5,5,R128,187.0,18.0,5.0,169.0,92.0,61.0,41.0,26.0,12.0,20.0,14.0,9.0,161.0,92.0,69.0,33.0,26.0,9.0,15.0,2004,kuerten,almagro,R1,2004,French Open,1.4,2.75,1.5,2.77,,,,,,,0.648711943793911,0.351288056206089,0.6626506024096386,,,,-0.6133822120910827,-0.6751286750572671
2004-520,Roland Garros,Clay,128.0,G,O,2004-05-24,2.0,K316,,,Nicolas Kiefer,R,183.0,GER,26.886,34.0,1005.0,A356,,,Thierry Ascione,R,188.0,FRA,23.348,85.0,476.0,6-3 6-2 6-2,5,R128,104.0,7.0,6.0,92.0,48.0,34.0,24.0,13.0,4.0,6.0,0.0,5.0,66.0,41.0,20.0,12.0,12.0,0.0,7.0,2004,kiefer,ascione,R1,2004,French Open,1.727,2.0,1.855,1.971,,,,,,,0.5151594354417145,0.4848405645582854,0.5366246310705661,,,,-0.06065633211118469,-0.1467613813954037
